street_edge_id,geom,x1,y1,x2,y2,way_type,deleted,timestamp
26978,0102000020E610000002000000BC8B9C2A04905EC0EEDE9BF05CC147404CA60A4625905EC063015D4590C14740,-122.252275,47.5122153,-122.2502543,47.5106488,tertiary,t,2019-03-04 11:51:45.643298-08
26979,0102000020E6100000030000004CA60A4625905EC063015D4590C14740A502DD4D26905EC0213AA9D491C1474090CD9F8037905EC0A2A87D84ABC14740,-122.2533876,47.5130468,-122.252275,47.5122153,tertiary,t,2019-03-04 11:51:45.643298-08
204,0102000020E610000002000000670D4AEA69975EC03630ADA314C44740B827A3256A975EC02BF3FBA314C44740,-122.3658537,47.5318799,-122.36583955032,47.5318798633238,residential,t,2019-03-04 11:51:45.643298-08
1027,0102000020E61000000200000020AFACD9EF975EC0E06CCE1CEDC24740FC485BA6F0975EC0E63C635FB2C24740,-122.3740631,47.5210685,-122.3740143,47.5228611,residential,t,2019-03-04 11:51:45.643298-08
5879,0102000020E610000002000000F8167BD404985EC0C52753BB15C447406FA69DF504985EC00D5D3FB3DAC34740,-122.3753027,47.5301117,-122.3752948,47.5319132,residential,t,2019-03-04 11:51:45.643298-08
1028,0102000020E61000000D000000FC485BA6F0975EC0E63C635FB2C24740AE940ACFF0975EC0C3071B43A5C24740F6CDA21CF1975EC08F1436A8A2C247402B2680ACF1975EC07EF73361A0C247402B0CDB60F2975EC0025251AB9EC2474095BC9580F3975EC0F1344F649CC24740CA28E0E8F4975EC093F0CEEB99C2474035D99A08F6975EC0599CD61297C247403563D174F6975EC06C27A5FB94C247403491E398F6975EC0C74ACCB392C24740766968A8F6975EC047F4215E8DC247400B4048BBF6975EC02C97321587C24740E27BC797F7975EC0F805FD2A3CC24740,-122.374486870583,47.5174611793008,-122.3740631,47.5210685,residential,t,2019-03-04 11:51:45.643298-08
1029,0102000020E6100000020000007A596EC4EE975EC03E0EDEB29EC34740033D79FDEE975EC0F183F3A963C34740,-122.3739618,47.526479,-122.3739482,47.5282806,residential,t,2019-03-04 11:51:45.643298-08
1030,0102000020E6100000020000003365F1ACEE975EC00DC0AB8A15C44740D98FB9D7EE975EC07E744584DAC34740,-122.3739528,47.5301061,-122.3739426,47.5319074,residential,t,2019-03-04 11:51:45.643298-08
1031,0102000020E6100000020000003F58C686EE975EC0830BC39151C447403365F1ACEE975EC00DC0AB8A15C44740,-122.3739426,47.5319074,-122.3739335,47.5337393,residential,t,2019-03-04 11:51:45.643298-08
1032,0102000020E610000002000000D98FB9D7EE975EC07E744584DAC347407A596EC4EE975EC03E0EDEB29EC34740,-122.3739482,47.5282806,-122.3739528,47.5301061,residential,t,2019-03-04 11:51:45.643298-08
1033,0102000020E610000002000000C1D72148EF975EC02191B6F127C3474020AFACD9EF975EC0E06CCE1CEDC24740,-122.3740143,47.5228611,-122.3739796,47.5246565,residential,t,2019-03-04 11:51:45.643298-08
1034,0102000020E610000002000000033D79FDEE975EC0F183F3A963C34740C1D72148EF975EC02191B6F127C34740,-122.3739796,47.5246565,-122.3739618,47.526479,residential,t,2019-03-04 11:51:45.643298-08
1035,0102000020E61000000200000026545E64EE975EC09ADFCB2BC9C44740E50F6157EE975EC05979B8D38CC44740,-122.3739222,47.5355477,-122.373925296896,47.5373892541385,residential,t,2019-03-04 11:51:45.643298-08
1036,0102000020E610000002000000E50F6157EE975EC05979B8D38CC447403F58C686EE975EC0830BC39151C44740,-122.3739335,47.5337393,-122.3739222,47.5355477,residential,t,2019-03-04 11:51:45.643298-08
1344,0102000020E6100000020000009F0E1AB01A985EC0A2C96A5FE5C347400C7D253D1B985EC0D63F9869E5C34740,-122.376662527666,47.5304386132627,-122.3766289,47.5304374,residential,t,2019-03-04 11:51:45.643298-08
1345,0102000020E6100000030000006DB87EB0C2975EC0841D1032DAC3474002AFE0C8CD975EC090550042DAC34740A99D06B1D8975EC0498F954EDAC34740,-122.3726008,47.5300997,-122.3712579,47.5300963,residential,t,2019-03-04 11:51:45.643298-08
1346,0102000020E6100000030000007D5E4C8E96975EC0D8BF46EDD9C3474042C2418CA1975EC0F6341603DAC3474048E7B287AC975EC09027EE1DDAC34740,-122.3699054,47.5300939,-122.3685642,47.5300881,residential,t,2019-03-04 11:51:45.643298-08
