label_id,way_type,intersection_distance
318,-1,-1.0
319,-1,-1.0
320,-1,-1.0
321,-1,-1.0
322,-1,-1.0
323,-1,-1.0
324,-1,-1.0
325,-1,-1.0
326,-1,-1.0
327,-1,-1.0
328,-1,-1.0
329,-1,-1.0
330,-1,-1.0
331,primary,22.445438743173263
332,primary,37.23315897720104
333,-1,-1.0
334,-1,-1.0
335,primary,24.323460890675562
336,primary,31.801254360507155
337,primary,39.74593559397791
338,primary,43.220768262090765
339,primary,46.65036035724963
341,primary,35.47653062814724
342,-1,-1.0
343,-1,-1.0
344,-1,-1.0
345,-1,-1.0
346,-1,-1.0
347,-1,-1.0
348,-1,-1.0
349,-1,-1.0
350,-1,-1.0
351,-1,-1.0
352,-1,-1.0
353,-1,-1.0
354,-1,-1.0
355,-1,-1.0
356,-1,-1.0
357,-1,-1.0
358,-1,-1.0
359,-1,-1.0
360,-1,-1.0
361,-1,-1.0
362,-1,-1.0
363,-1,-1.0
364,residential,28.23371587711154
365,residential,26.71528114588829
366,residential,30.949120167107857
367,residential,37.690821215931706
368,residential,39.575735202934226
369,residential,44.26333394493415
370,residential,47.368996273264045
371,residential,43.485661700973075
372,-1,-1.0
373,-1,-1.0
374,-1,-1.0
375,-1,-1.0
376,-1,-1.0
377,-1,-1.0
378,-1,-1.0
379,-1,-1.0
380,-1,-1.0
381,-1,-1.0
382,-1,-1.0
383,-1,-1.0
384,-1,-1.0
385,-1,-1.0
386,-1,-1.0
387,-1,-1.0
388,-1,-1.0
389,-1,-1.0
390,-1,-1.0
391,-1,-1.0
392,-1,-1.0
393,-1,-1.0
394,-1,-1.0
395,-1,-1.0
396,-1,-1.0
397,-1,-1.0
398,-1,-1.0
399,-1,-1.0
400,-1,-1.0
401,-1,-1.0
402,-1,-1.0
403,-1,-1.0
404,-1,-1.0
405,-1,-1.0
406,-1,-1.0
407,-1,-1.0
408,-1,-1.0
409,-1,-1.0
410,-1,-1.0
411,-1,-1.0
412,-1,-1.0
413,-1,-1.0
414,-1,-1.0
415,-1,-1.0
416,-1,-1.0
417,-1,-1.0
418,-1,-1.0
419,-1,-1.0
420,-1,-1.0
421,-1,-1.0
422,-1,-1.0
423,-1,-1.0
424,-1,-1.0
425,-1,-1.0
426,-1,-1.0
427,-1,-1.0
428,-1,-1.0
429,-1,-1.0
430,-1,-1.0
431,-1,-1.0
432,-1,-1.0
433,-1,-1.0
434,-1,-1.0
435,residential,33.532220264511224
436,residential,40.83703738783289
437,residential,55.53521684999212
438,residential,46.80155924211875
439,residential,22.13357006845651
440,residential,28.36037292631463
441,-1,-1.0
442,-1,-1.0
443,-1,-1.0
444,-1,-1.0
445,-1,-1.0
446,-1,-1.0
447,residential,24.311941745614487
448,residential,27.354626662504096
449,-1,-1.0
450,-1,-1.0
451,-1,-1.0
452,-1,-1.0
453,-1,-1.0
454,-1,-1.0
455,-1,-1.0
456,-1,-1.0
457,-1,-1.0
458,-1,-1.0
459,-1,-1.0
460,-1,-1.0
461,-1,-1.0
462,-1,-1.0
463,-1,-1.0
464,-1,-1.0
465,-1,-1.0
466,-1,-1.0
467,-1,-1.0
468,-1,-1.0
473,-1,-1.0
474,-1,-1.0
475,-1,-1.0
476,-1,-1.0
477,-1,-1.0
478,-1,-1.0
479,residential,30.59113251866718
480,residential,30.655197605994843
481,residential,45.94585635509938
482,residential,40.900304502319855
483,residential,34.54919181010041
484,residential,28.456928923558262
485,-1,-1.0
486,-1,-1.0
487,-1,-1.0
488,-1,-1.0
489,-1,-1.0
490,-1,-1.0
491,-1,-1.0
492,-1,-1.0
493,-1,-1.0
494,-1,-1.0
495,-1,-1.0
496,-1,-1.0
497,-1,-1.0
498,-1,-1.0
499,-1,-1.0
500,-1,-1.0
501,-1,-1.0
502,-1,-1.0
503,-1,-1.0
504,-1,-1.0
505,-1,-1.0
506,-1,-1.0
507,-1,-1.0
508,-1,-1.0
509,-1,-1.0
510,-1,-1.0
511,-1,-1.0
512,-1,-1.0
513,-1,-1.0
514,-1,-1.0
515,-1,-1.0
516,-1,-1.0
517,-1,-1.0
518,-1,-1.0
519,-1,-1.0
520,-1,-1.0
521,-1,-1.0
522,-1,-1.0
523,-1,-1.0
524,-1,-1.0
525,-1,-1.0
526,-1,-1.0
527,-1,-1.0
528,residential,47.99125730443632
529,-1,-1.0
530,residential,43.62162334222955
531,-1,-1.0
532,residential,41.08702552958756
533,residential,58.49217199016134
534,residential,39.24951275276489
535,residential,60.75560332242837
536,-1,-1.0
537,residential,79.52532311819921
538,residential,83.91301604991433
539,-1,-1.0
540,residential,114.44571099124263
541,-1,-1.0
542,-1,-1.0
543,-1,-1.0
544,-1,-1.0
545,-1,-1.0
546,-1,-1.0
547,service,77.86116098444077
548,service,59.500986971654584
549,service,51.86643363285746
550,-1,-1.0
551,-1,-1.0
552,-1,-1.0
553,-1,-1.0
554,-1,-1.0
555,-1,-1.0
556,-1,-1.0
557,-1,-1.0
558,-1,-1.0
559,-1,-1.0
560,-1,-1.0
561,service,44.33127146914273
562,-1,-1.0
563,-1,-1.0
564,service,53.666384209117716
566,service,67.8232471469886
567,-1,-1.0
568,-1,-1.0
569,residential,54.60459159742443
570,residential,39.37298867570478
571,residential,27.86304485202519
572,residential,90.10831445961337
573,residential,73.94681943007458
574,residential,59.39801664816596
575,-1,-1.0
576,-1,-1.0
577,-1,-1.0
578,-1,-1.0
579,-1,-1.0
580,-1,-1.0
581,-1,-1.0
582,-1,-1.0
583,-1,-1.0
584,-1,-1.0
585,-1,-1.0
586,-1,-1.0
587,-1,-1.0
588,-1,-1.0
589,-1,-1.0
590,-1,-1.0
591,-1,-1.0
592,-1,-1.0
593,-1,-1.0
594,-1,-1.0
595,-1,-1.0
596,-1,-1.0
597,-1,-1.0
598,-1,-1.0
599,-1,-1.0
600,-1,-1.0
601,-1,-1.0
602,-1,-1.0
603,-1,-1.0
604,-1,-1.0
605,-1,-1.0
606,-1,-1.0
607,-1,-1.0
608,-1,-1.0
609,-1,-1.0
610,-1,-1.0
611,-1,-1.0
612,-1,-1.0
613,-1,-1.0
614,residential,31.03684986412248
615,residential,54.951656168326856
616,-1,-1.0
617,-1,-1.0
618,-1,-1.0
619,-1,-1.0
620,-1,-1.0
621,-1,-1.0
622,residential,55.782156299128076
623,-1,-1.0
624,residential,31.072755640574822
625,-1,-1.0
626,-1,-1.0
627,-1,-1.0
628,-1,-1.0
629,-1,-1.0
630,-1,-1.0
631,-1,-1.0
632,residential,137.53168354136125
633,-1,-1.0
634,-1,-1.0
635,-1,-1.0
636,-1,-1.0
637,-1,-1.0
638,-1,-1.0
639,-1,-1.0
640,-1,-1.0
641,-1,-1.0
642,-1,-1.0
643,-1,-1.0
644,-1,-1.0
645,-1,-1.0
646,-1,-1.0
647,-1,-1.0
648,-1,-1.0
649,-1,-1.0
650,-1,-1.0
651,-1,-1.0
652,-1,-1.0
653,-1,-1.0
654,-1,-1.0
655,-1,-1.0
656,-1,-1.0
657,-1,-1.0
658,-1,-1.0
659,-1,-1.0
660,-1,-1.0
661,-1,-1.0
662,-1,-1.0
663,-1,-1.0
664,-1,-1.0
665,-1,-1.0
666,-1,-1.0
667,-1,-1.0
668,-1,-1.0
669,-1,-1.0
670,residential,41.78391141115983
671,residential,34.2299925383197
672,-1,-1.0
673,residential,47.45607274205938
674,residential,47.42712173522687
675,-1,-1.0
676,residential,25.784789973315696
677,residential,26.841840773583204
678,residential,42.390374804075584
679,residential,46.91824296823229
680,residential,34.68668531245106
681,residential,40.60993574540577
682,-1,-1.0
683,-1,-1.0
684,-1,-1.0
685,-1,-1.0
686,-1,-1.0
687,-1,-1.0
688,-1,-1.0
689,residential,49.34862383930665
690,residential,32.009264526994905
691,-1,-1.0
692,-1,-1.0
693,residential,40.650845770790205
694,residential,39.53654687877326
695,-1,-1.0
696,-1,-1.0
697,-1,-1.0
698,-1,-1.0
699,-1,-1.0
700,-1,-1.0
701,-1,-1.0
702,-1,-1.0
703,-1,-1.0
704,-1,-1.0
705,-1,-1.0
706,-1,-1.0
707,-1,-1.0
708,-1,-1.0
709,-1,-1.0
710,-1,-1.0
711,-1,-1.0
712,-1,-1.0
713,-1,-1.0
714,-1,-1.0
724,-1,-1.0
725,-1,-1.0
726,-1,-1.0
727,-1,-1.0
728,-1,-1.0
729,-1,-1.0
730,-1,-1.0
731,-1,-1.0
732,-1,-1.0
733,-1,-1.0
734,-1,-1.0
735,-1,-1.0
736,-1,-1.0
737,-1,-1.0
738,-1,-1.0
739,-1,-1.0
740,-1,-1.0
741,-1,-1.0
742,-1,-1.0
743,-1,-1.0
744,-1,-1.0
745,-1,-1.0
746,-1,-1.0
747,-1,-1.0
748,-1,-1.0
749,-1,-1.0
750,-1,-1.0
751,-1,-1.0
752,-1,-1.0
753,-1,-1.0
754,-1,-1.0
755,-1,-1.0
756,-1,-1.0
757,-1,-1.0
758,-1,-1.0
759,-1,-1.0
760,-1,-1.0
761,-1,-1.0
762,-1,-1.0
763,-1,-1.0
764,-1,-1.0
765,-1,-1.0
766,-1,-1.0
767,-1,-1.0
768,-1,-1.0
769,-1,-1.0
770,-1,-1.0
771,-1,-1.0
772,-1,-1.0
773,-1,-1.0
774,-1,-1.0
775,-1,-1.0
776,-1,-1.0
777,-1,-1.0
778,-1,-1.0
779,-1,-1.0
780,-1,-1.0
781,-1,-1.0
782,-1,-1.0
783,-1,-1.0
784,-1,-1.0
785,-1,-1.0
786,-1,-1.0
787,-1,-1.0
788,-1,-1.0
789,-1,-1.0
790,-1,-1.0
791,-1,-1.0
792,-1,-1.0
793,-1,-1.0
794,-1,-1.0
795,-1,-1.0
796,-1,-1.0
797,-1,-1.0
798,-1,-1.0
799,-1,-1.0
800,-1,-1.0
801,-1,-1.0
802,-1,-1.0
803,-1,-1.0
804,-1,-1.0
805,-1,-1.0
806,-1,-1.0
807,-1,-1.0
808,-1,-1.0
809,-1,-1.0
810,-1,-1.0
811,-1,-1.0
812,-1,-1.0
813,-1,-1.0
814,-1,-1.0
815,-1,-1.0
816,-1,-1.0
817,-1,-1.0
818,-1,-1.0
819,-1,-1.0
820,-1,-1.0
821,-1,-1.0
822,-1,-1.0
823,-1,-1.0
824,-1,-1.0
825,-1,-1.0
826,-1,-1.0
827,-1,-1.0
828,-1,-1.0
829,-1,-1.0
830,-1,-1.0
831,-1,-1.0
832,-1,-1.0
833,-1,-1.0
834,-1,-1.0
835,-1,-1.0
836,-1,-1.0
837,-1,-1.0
838,-1,-1.0
839,-1,-1.0
840,-1,-1.0
841,-1,-1.0
842,-1,-1.0
843,-1,-1.0
844,-1,-1.0
845,-1,-1.0
846,-1,-1.0
847,-1,-1.0
848,-1,-1.0
849,-1,-1.0
850,-1,-1.0
851,-1,-1.0
852,-1,-1.0
853,-1,-1.0
854,-1,-1.0
855,-1,-1.0
856,-1,-1.0
857,-1,-1.0
858,-1,-1.0
859,-1,-1.0
860,-1,-1.0
861,-1,-1.0
862,-1,-1.0
863,-1,-1.0
864,-1,-1.0
865,-1,-1.0
866,-1,-1.0
867,-1,-1.0
868,-1,-1.0
869,-1,-1.0
870,-1,-1.0
871,-1,-1.0
872,-1,-1.0
873,-1,-1.0
874,-1,-1.0
875,-1,-1.0
876,-1,-1.0
877,-1,-1.0
878,-1,-1.0
879,-1,-1.0
880,-1,-1.0
881,-1,-1.0
882,-1,-1.0
883,-1,-1.0
884,-1,-1.0
886,-1,-1.0
887,-1,-1.0
888,-1,-1.0
889,-1,-1.0
890,-1,-1.0
891,-1,-1.0
892,-1,-1.0
893,-1,-1.0
894,-1,-1.0
895,-1,-1.0
896,-1,-1.0
897,-1,-1.0
898,-1,-1.0
899,-1,-1.0
900,tertiary,22.543288796359512
902,-1,-1.0
903,-1,-1.0
904,residential,16.056301696830385
905,residential,37.94097057481012
906,-1,-1.0
907,residential,24.717576920241513
908,residential,40.284029721896694
909,-1,-1.0
910,residential,40.983769867847094
911,residential,30.04980332469588
912,residential,38.76940968169874
913,residential,50.10728266466356
914,residential,20.702026595229906
915,residential,41.24677068195884
916,-1,-1.0
917,-1,-1.0
918,-1,-1.0
919,-1,-1.0
920,-1,-1.0
921,-1,-1.0
922,-1,-1.0
923,-1,-1.0
924,-1,-1.0
925,-1,-1.0
926,-1,-1.0
927,-1,-1.0
928,-1,-1.0
929,-1,-1.0
930,-1,-1.0
931,-1,-1.0
932,-1,-1.0
933,-1,-1.0
934,-1,-1.0
935,-1,-1.0
936,-1,-1.0
937,residential,39.97722854136437
938,residential,42.5803533264679
939,-1,-1.0
940,residential,42.49383751012593
941,residential,39.76099412277746
942,-1,-1.0
959,residential,41.0433547542346
960,residential,37.01577975553351
961,residential,31.474476643233658
962,residential,35.07464819734069
963,residential,25.879772736543252
964,residential,35.842689745354846
965,residential,49.421473027928066
966,primary,40.09599390000575
977,residential,49.290730315391485
978,residential,39.297602215709674
979,residential,37.23564461064269
980,service,88.15187676405971
983,service,27.633643555047886
985,service,37.56028343982517
989,-1,-1.0
991,service,30.63372456295655
992,service,11.545469562144705
993,service,35.13582896157596
994,service,27.176054542137948
995,service,36.91952856230184
996,service,59.79389900398166
997,service,23.735529598596013
998,residential,31.73760492465907
999,residential,42.85362307904572
1000,residential,29.856725315758936
1001,residential,13.627784722096322
1002,residential,150.21759987522594
1003,primary,46.374728490832226
1004,residential,42.70741311367864
1005,residential,18.252040850581206
1006,primary,18.56832322859139
1007,-1,-1.0
1009,-1,-1.0
1010,-1,-1.0
1011,-1,-1.0
1012,-1,-1.0
1013,-1,-1.0
1014,-1,-1.0
1017,-1,-1.0
1018,-1,-1.0
1019,-1,-1.0
1020,residential,30.748708336134758
1021,residential,34.71908759119963
1022,-1,-1.0
1023,-1,-1.0
1024,-1,-1.0
1025,-1,-1.0
1027,-1,-1.0
1029,residential,23.691887230466982
1030,residential,40.15584525637437
1031,residential,29.82272417147599
1032,residential,17.168829190180414
1033,residential,27.849348423955448
1034,residential,43.684770567159646
1035,residential,11.026189575171074
1036,residential,24.493767579167507
1037,residential,41.21994442464435
1038,residential,30.18314409858481
1039,residential,38.63443954390604
1040,-1,-1.0
1041,residential,25.09106663987502
1042,-1,-1.0
1043,secondary,35.09207880880898
1044,secondary,36.636582192915895
1045,residential,23.778660158500365
1046,residential,29.868252016069846
1047,-1,-1.0
1048,-1,-1.0
1049,-1,-1.0
1050,residential,33.72986357057376
1051,residential,31.133073112969537
1052,-1,-1.0
1053,residential,37.3752031607199
1054,residential,37.717586586243954
1055,residential,23.96797640042096
1056,-1,-1.0
1057,-1,-1.0
1058,-1,-1.0
1059,residential,39.540809560429565
1060,residential,40.749778596629874
1061,residential,21.51564140278443
1062,-1,-1.0
1063,residential,22.185141714278934
1064,residential,42.953168537822904
1065,residential,29.9645317663986
1066,residential,25.73596521487804
1067,residential,15.059511554491767
1068,-1,-1.0
1069,-1,-1.0
1070,residential,40.54676666705162
1071,residential,46.0252511810706
1072,primary,28.252582688624685
1073,primary,8.699736865118796
1074,-1,-1.0
1075,primary,387.5412479197525
1076,-1,-1.0
1077,-1,-1.0
1078,-1,-1.0
1079,residential,39.698814374517696
1080,residential,79.50099421805649
1081,-1,-1.0
1082,-1,-1.0
1083,-1,-1.0
1084,primary,72.56175944036617
1085,primary,28.010941553157124
1086,primary,42.39694422006019
1087,primary,40.842541616383606
1088,primary,44.81220655418651
1090,primary,43.5102605804989
1091,-1,-1.0
1092,-1,-1.0
1093,-1,-1.0
1094,-1,-1.0
1095,residential,284.38021852864244
1096,residential,306.11065259187717
1097,residential,40.419573077447936
1098,residential,56.192802280750634
1099,-1,-1.0
1100,-1,-1.0
1101,-1,-1.0
1102,-1,-1.0
1103,-1,-1.0
1105,-1,-1.0
1106,-1,-1.0
1107,-1,-1.0
1108,-1,-1.0
1109,residential,40.98839766493632
1110,residential,52.52229838847792
1111,-1,-1.0
1112,-1,-1.0
1113,residential,35.389158776884756
1114,residential,24.29942548333358
1115,-1,-1.0
1116,-1,-1.0
1117,tertiary,42.09499984516528
1118,tertiary,30.79643023878663
1119,-1,-1.0
1120,-1,-1.0
1121,-1,-1.0
1122,-1,-1.0
1123,-1,-1.0
1124,-1,-1.0
1125,-1,-1.0
1126,-1,-1.0
1127,-1,-1.0
1128,-1,-1.0
1129,residential,28.15669543915695
1130,residential,48.776238096497046
1131,primary,22.43011561336952
1132,-1,-1.0
1133,primary,32.62464127443691
1134,-1,-1.0
1135,primary,44.95288342473276
1136,-1,-1.0
1137,primary,34.588451691890974
1138,-1,-1.0
1139,-1,-1.0
1140,-1,-1.0
1213,residential,67.78485024131756
1217,residential,34.99045735878733
1220,residential,34.03548798124461
1221,-1,-1.0
1222,-1,-1.0
1223,residential,55.91109208246856
1224,-1,-1.0
1225,-1,-1.0
1227,residential,35.79313775862672
1228,-1,-1.0
1229,residential,58.509508125297344
1230,-1,-1.0
1231,residential,43.50999004987512
1233,residential,57.076037626027
1234,-1,-1.0
1235,-1,-1.0
1236,-1,-1.0
1237,-1,-1.0
1238,residential,58.31264059835928
1239,-1,-1.0
1240,-1,-1.0
1241,-1,-1.0
1242,residential,10.74969659872466
1243,tertiary,38.69618479186763
1244,-1,-1.0
1245,tertiary,31.093760178713865
1247,tertiary,47.37423212219037
1248,-1,-1.0
1249,residential,73.02311496045981
1250,residential,57.57397339875372
1251,tertiary,28.286425879604018
1252,residential,29.098859221122108
1253,-1,-1.0
1254,residential,55.6081920614194
1255,-1,-1.0
1256,tertiary,38.828398753214564
1257,-1,-1.0
1258,-1,-1.0
1259,-1,-1.0
1260,-1,-1.0
1261,residential,43.62162334222955
1262,-1,-1.0
1263,-1,-1.0
1264,primary,33.07472248320693
1265,residential,45.10835025329762
1266,-1,-1.0
1267,residential,57.32244718277128
1268,-1,-1.0
1269,primary,67.98540099598011
1270,residential,91.2723802662767
1271,-1,-1.0
1272,-1,-1.0
1273,-1,-1.0
1274,-1,-1.0
1275,-1,-1.0
1276,-1,-1.0
1277,-1,-1.0
1278,-1,-1.0
1279,-1,-1.0
1280,-1,-1.0
1281,-1,-1.0
1282,service,50.82998496388249
1283,service,54.339326163020644
1284,-1,-1.0
1285,-1,-1.0
1286,-1,-1.0
1287,-1,-1.0
1288,service,56.940979652338385
1289,-1,-1.0
1290,-1,-1.0
1291,-1,-1.0
1292,-1,-1.0
1293,-1,-1.0
1294,-1,-1.0
1295,-1,-1.0
1296,-1,-1.0
1297,-1,-1.0
1298,-1,-1.0
1299,-1,-1.0
1301,-1,-1.0
1302,-1,-1.0
1303,-1,-1.0
1304,-1,-1.0
1305,-1,-1.0
1306,-1,-1.0
1307,-1,-1.0
1308,-1,-1.0
1318,residential,68.74704467452932
1319,residential,384.23359773094165
1320,-1,-1.0
1321,-1,-1.0
1322,-1,-1.0
1323,-1,-1.0
1324,-1,-1.0
1325,-1,-1.0
1326,-1,-1.0
1327,-1,-1.0
1340,-1,-1.0
1342,-1,-1.0
1343,-1,-1.0
1344,-1,-1.0
1345,-1,-1.0
1346,-1,-1.0
1347,-1,-1.0
1348,-1,-1.0
1349,-1,-1.0
1350,-1,-1.0
1351,-1,-1.0
1352,-1,-1.0
1353,-1,-1.0
1354,-1,-1.0
1355,-1,-1.0
1356,-1,-1.0
1357,-1,-1.0
1358,-1,-1.0
1359,-1,-1.0
1360,-1,-1.0
1361,-1,-1.0
1362,-1,-1.0
1364,-1,-1.0
1365,-1,-1.0
1366,-1,-1.0
1367,-1,-1.0
1368,-1,-1.0
1369,-1,-1.0
1370,-1,-1.0
1371,-1,-1.0
1372,-1,-1.0
1373,-1,-1.0
1374,-1,-1.0
1375,-1,-1.0
1376,-1,-1.0
1377,-1,-1.0
1378,-1,-1.0
1379,-1,-1.0
1380,-1,-1.0
1381,-1,-1.0
1382,-1,-1.0
1383,-1,-1.0
1384,-1,-1.0
1385,-1,-1.0
1386,-1,-1.0
1387,-1,-1.0
1388,-1,-1.0
1389,-1,-1.0
1390,-1,-1.0
1391,-1,-1.0
1392,-1,-1.0
1393,-1,-1.0
1394,-1,-1.0
1395,-1,-1.0
1396,-1,-1.0
1397,-1,-1.0
1398,-1,-1.0
1399,-1,-1.0
1400,-1,-1.0
1401,-1,-1.0
1402,-1,-1.0
1403,-1,-1.0
1404,-1,-1.0
1405,-1,-1.0
1406,-1,-1.0
1407,-1,-1.0
1408,-1,-1.0
1409,-1,-1.0
1410,-1,-1.0
1411,-1,-1.0
1412,-1,-1.0
1413,-1,-1.0
1414,-1,-1.0
1415,-1,-1.0
1416,-1,-1.0
1417,-1,-1.0
1418,-1,-1.0
1419,-1,-1.0
1420,-1,-1.0
1421,-1,-1.0
1422,-1,-1.0
1423,-1,-1.0
1424,-1,-1.0
1425,-1,-1.0
1426,-1,-1.0
1427,-1,-1.0
1428,residential,36.76194535821175
1429,-1,-1.0
1430,-1,-1.0
1431,-1,-1.0
1432,-1,-1.0
1433,-1,-1.0
1434,-1,-1.0
1435,-1,-1.0
1436,-1,-1.0
1437,-1,-1.0
1438,-1,-1.0
1439,-1,-1.0
1440,-1,-1.0
1441,-1,-1.0
1442,-1,-1.0
1443,-1,-1.0
1444,-1,-1.0
1445,-1,-1.0
1446,-1,-1.0
1447,-1,-1.0
1448,-1,-1.0
1449,-1,-1.0
1450,-1,-1.0
1451,-1,-1.0
1452,-1,-1.0
1453,-1,-1.0
1454,-1,-1.0
1455,-1,-1.0
1456,-1,-1.0
1457,-1,-1.0
1458,-1,-1.0
1459,-1,-1.0
