label_id,distance
9,8.785377579985525
10,13.819353037086188
12,24.869158422319654
13,9.90000811735891
34,22.102828343952574
35,42.340907485337375
36,21.043818511068608
37,40.64595472224139
38,40.50547348372245
39,31.48198700820527
40,22.28000178848586
41,32.33983067104795
42,22.302503195030422
43,34.58998108965583
44,16.580651725841193
45,24.861622462714603
46,36.57210779831848
47,20.683145798810006
48,19.996405790671094
49,34.62331018691863
50,13.549785086123308
52,11.293321537676242
51,31.727277339382155
53,32.66597080678937
54,15.74414001289005
7153,5.431773547872835
8072,12.248035402453297
8073,35.54619380484301
8074,9.541447746817562
8075,30.464648313947897
8077,26.71352212529234
8078,2.943542024969591
8076,8.621320989886552
8079,23.0486596544478
11,16.290317141741802
17,16.55619495902275
18,21.21611563340814
19,1.9577876410970967
20,19.557943328223548
23,25.368309699987083
24,26.09823247068875
25,21.869280744061243
26,19.157770007165233
27,24.028881578043332
6840,19.13690413376152
6841,27.50406688443667
6843,40.3871456918691
7151,15.869768374896541
7147,23.68581856448962
7149,30.56960730612425
7152,16.36765447576883
7148,28.84333862513669
7980,16.878936248143436
7981,25.368158996905212
14,7.960325327562674
15,17.313022510842316
16,9.27877395158858
21,19.795133216751875
7158,13.105432837617082
7157,27.506791505730618
7163,16.66387693173816
7150,24.32884390510325
7160,29.510124905241785
7159,20.603157031386548
7154,11.905261375410797
7155,14.914297546493252
7156,30.661331490066985
12080,9.057451116315471
12085,13.441503297385673
12086,21.77203763922023
12081,9.346458689716641
12082,10.950437404134492
12083,11.239452582046802
12084,7.011166556477411
22,12.734160207722773
7618,8.441081104232557
7620,12.631594630397592
8037,16.562955354904858
28,43.09994780450193
31,0.6670395874538397
32,1.9658883427983012
6838,2.685508813458422
6839,0.6382630822827471
6842,1.905364398032354
6844,46.09549558299684
6845,19.510487570538018
7973,27.709462562361324
7971,11.485539429155324
7974,10.92965694308346
7975,29.46478695256168
7976,30.09284852957645
7979,18.711889559487005
7982,6.652514684697729
33,14.957852692300344
6837,17.049535207601043
7983,17.532233403540936
55,25.75175762544681
57,13.8594439424935
58,13.442412316621681
59,10.61477405241265
60,23.49784143414737
63,26.303026831990074
7966,9.807202748066745
7968,15.918111396950641
7969,24.201731788452253
7970,19.630743333783208
56,11.808202832397422
62,14.57643318805253
64,26.104168823235707
65,22.367666299098232
66,22.877956700761896
67,27.57650917282707
68,30.020035885896554
69,28.433125556332836
70,31.897929491817322
71,22.521758934744344
72,34.93022094074856
73,20.519817701636736
7967,7.842841034110751
8070,25.52264204274026
8068,20.46842804879781
8069,17.40643188374957
8071,12.386268867863803
61,25.230346160529443
7606,2.1504466890321505
7960,25.523097158886277
7964,22.980495892023246
7961,14.286857202850157
7965,19.79461348476524
74,16.281854331256863
75,27.021735073902132
76,27.459196999531784
77,27.10518799976393
78,31.050496198674953
79,28.21498352013863
80,29.574522850186984
81,24.873406813361697
8016,10.268574473707808
8017,26.73198143295389
8055,32.31968577726679
8056,29.39384052367801
8057,35.25250665897073
82,17.488829943578914
84,17.632336519220445
85,19.528580186256022
86,28.757193446446255
7556,26.632956887182715
7557,20.07756691460559
8015,28.43338140437256
8020,31.689881086153417
8021,28.47377338342971
83,22.992507402084183
88,24.935194570930555
89,15.302042204893793
7990,31.99514343426439
7991,22.728163938370777
7992,12.248369552983574
8013,29.850738863883823
8014,35.97450636450954
87,18.670030854885937
90,33.659997594418485
91,36.53506429889529
92,38.91166046318758
93,25.396938027568662
94,20.64373199061014
95,35.218379324914565
96,36.567918513879945
97,31.799916245408685
98,34.209642501878925
99,32.39861776837002
100,29.556041684159993
101,31.756997073030245
105,19.906780193080976
8018,24.06517089558347
8019,2.1472753560286546
8058,36.872439885172646
8059,25.396938027568662
8060,35.717009306557316
8061,34.309490106363235
102,29.92271358901963
103,21.54484272567838
104,23.737099682420965
115,28.324037017263432
116,31.217091028957427
117,42.56600883051115
118,55.22179837288774
119,36.49150914914766
120,17.593121372671693
121,45.91562939804106
122,33.448968281185486
123,61.11300663889758
124,67.77446100116667
125,28.57503515819281
126,19.988773092642095
127,28.51839750871762
128,34.82194158466308
129,17.197095529047814
130,20.228456835493528
131,23.113748731889835
132,37.17493443286649
133,31.37347060461072
134,9.946821410204063
8064,32.49936725969272
8062,36.48741959906449
8063,44.196000029274536
8065,43.95346134805785
135,7.402495437824052
145,9.898352676812486
291,27.114112480516077
