label_id,cluster_id,count
7482,295,6
7486,551,6
7510,559,6
7511,771,3
7513,769,4
7485,115,8
7503,121,10
7504,119,9
7506,767,5
7508,766,5
7514,557,5
7516,765,4
7517,763,5
7521,760,5
7522,758,4
7523,756,4
7525,754,4
7526,752,3
7527,17,8
7529,750,4
7531,747,5
7535,427,5
7537,481,5
7540,745,6
7541,460,5
7543,741,4
7544,739,3
7554,452,5
7558,737,5
7570,432,5
7588,406,4
7546,735,4
7573,309,7
7574,333,5
7578,733,4
7547,458,5
7550,731,3
7549,86,8
7556,727,4
7557,725,3
7559,722,6
7561,721,5
7562,719,5
7569,716,3
7576,713,3
7580,412,4
7581,438,4
7583,711,3
7584,709,3
7587,145,9
7593,707,3
7596,705,4
7597,703,4
7598,49,10
7600,701,3
7601,45,8
7603,699,3
7604,695,3
7607,440,6
7619,434,4
7631,693,4
7622,473,6
7620,476,4
7632,691,3
7623,449,5
7635,688,4
7636,686,3
7639,683,5
7640,682,4
7641,454,5
7643,680,3
7658,678,5
7659,676,5
7665,673,4
7666,62,10
7668,672,4
7669,354,5
7670,154,9
7671,670,4
7674,92,12
7675,94,11
7682,190,9
7683,192,9
7686,167,9
7688,169,8
7694,219,9
7700,325,6
7710,196,11
7695,221,8
7706,210,7
7709,217,9
7749,668,4
7701,214,8
7708,202,7
7716,208,8
7717,252,8
7729,451,5
7744,123,9
7745,125,12
7750,118,10
7751,666,6
7753,664,5
7781,226,7
7782,303,7
7784,292,5
7787,32,10
7789,223,7
7792,430,6
7793,41,9
7794,6,9
7796,340,6
7797,486,4
7799,491,4
7823,25,8
7819,9,8
7844,421,4
7845,424,4
7846,478,4
7850,446,6
7859,444,6
7860,548,4
7861,662,7
7862,660,3
7921,658,5
7923,462,5
7924,656,5
7926,466,5
7931,654,5
7932,652,4
7936,297,7
7938,240,8
7961,312,6
7962,469,6
7977,649,4
7978,647,4
7981,230,6
7982,234,9
7983,237,9
7985,646,5
7987,644,4
7990,642,4
7991,640,3
8015,320,6
8017,636,6
8018,634,4
8020,632,5
8024,631,5
8025,630,7
8051,212,9
8095,628,6
8106,627,6
8108,626,6
8109,625,5
8113,624,5
8114,623,6
8116,10,12
8119,622,8
8120,36,10
8123,22,9
8124,19,12
8125,12,8
8126,1,12
8128,33,10
8130,620,6
8132,619,5
8133,618,4
8136,617,7
8138,616,5
8148,615,6
8144,614,6
8146,613,5
8149,612,7
8151,611,4
8156,609,6
8158,608,7
8178,607,5
8179,606,5
8181,605,6
8182,604,6
8205,603,4
8206,602,5
8209,599,6
8208,598,4
8224,597,7
8225,89,10
8232,595,4
8234,593,6
8235,590,5
8236,588,6
8238,586,5
8239,584,4
8245,581,7
8251,270,9
8254,357,8
8255,362,8
8266,580,5
8268,577,8
8281,576,5
8282,574,5
8308,572,8
8310,571,5
8324,99,8
8326,570,8
8343,567,7
8425,565,6
8428,562,5
8500,561,5
8531,560,5
8534,558,4
8552,114,9
8553,116,9
8556,119,9
8557,121,10
8605,556,6
8621,554,5
8625,553,8
8589,552,4
8601,550,5
8607,549,6
8629,547,6
8630,546,5
8631,545,6
8633,544,6
8678,543,5
8683,542,5
8691,541,6
8700,539,8
8703,538,5
8708,537,5
8710,536,8
8711,535,5
8713,534,6
8714,533,5
8720,532,5
8719,531,8
8717,530,6
8721,529,5
8729,527,6
8733,526,9
8736,525,5
8740,524,6
8742,523,6
8883,522,7
8899,521,6
8904,520,6
8907,519,5
8928,518,5
8971,517,5
8969,516,6
8963,515,5
8973,514,6
8975,513,5
9151,512,8
9153,1002,3
9154,511,5
9157,1003,4
9158,1004,6
9159,1005,5
9161,1006,3
9163,1007,4
9274,510,6
9275,509,7
9280,1008,3
9289,1009,3
9290,1010,5
9291,508,5
9355,507,5
9429,1011,4
9236,1012,4
9237,1013,3
9245,1014,4
9246,1015,4
9271,505,6
9285,504,5
9292,503,5
9250,1016,4
9281,1017,3
9286,502,7
9238,500,6
9239,1018,5
9240,1019,4
9244,1020,4
9235,499,7
9243,1021,4
9269,498,5
9270,1022,3
9295,497,7
9298,496,8
9300,1023,6
9294,1024,4
9354,495,5
9360,493,5
9410,1025,4
9446,490,5
9241,1026,3
9242,1027,7
9247,1028,4
9248,1029,6
9249,1030,4
9293,1031,4
9352,489,5
9357,1032,3
9358,487,6
9433,485,5
9434,484,6
9444,483,6
9428,1033,4
9439,482,5
9440,480,7
9443,479,5
9449,477,4
9450,475,5
9411,1034,3
9436,474,6
9437,472,5
9452,470,6
9453,468,5
9635,465,5
9637,463,8
9638,461,5
9639,459,4
9738,457,6
9739,456,5
9733,455,5
9734,453,6
9736,450,7
9740,138,9
9783,448,7
9784,447,4
9786,445,5
9790,443,7
9795,441,8
9812,439,5
9920,437,7
9793,435,6
9794,433,5
9797,431,4
9798,429,5
9809,140,12
9781,426,5
9787,425,6
9789,423,4
9792,420,5
9799,419,5
9802,418,5
9810,416,7
9814,415,6
9820,414,6
9821,413,5
9919,411,4
9864,409,5
9871,136,10
9865,408,5
9873,407,4
9924,405,6
9925,404,7
9943,403,6
9945,400,5
9946,399,7
9947,397,5
9976,394,6
9971,391,6
9957,387,6
9975,386,5
9955,382,7
9996,380,5
10002,377,10
10005,375,5
10006,370,6
10009,368,7
10011,366,7
10031,365,5
10102,359,7
10236,290,11
10290,362,8
10032,359,7
10237,64,15
10040,356,7
10048,360,8
10122,359,7
10104,356,7
10288,357,8
10414,172,11
10223,288,7
10224,286,11
10230,356,7
10420,185,13
10418,180,8
10538,94,11
10417,178,11
10405,273,7
10422,174,9
10423,176,7
10404,276,8
10406,353,8
10411,183,8
10413,187,8
10537,92,12
10658,352,6
10659,351,5
10665,349,8
10666,348,6
10672,346,7
10676,344,7
10694,343,7
10822,342,7
10938,341,6
10941,339,6
10829,338,5
10831,134,9
10860,336,5
10863,334,6
10954,332,6
10834,331,7
10836,330,5
10862,328,6
10936,326,5
10944,72,10
10704,324,5
10701,321,6
10717,147,9
10957,319,8
10824,318,6
10866,130,9
10953,316,5
10793,314,6
10867,132,9
10943,70,10
10958,313,6
10828,311,8
10861,310,6
10951,308,7
10826,307,6
10833,305,6
10945,304,7
10955,302,5
10715,300,5
10792,298,6
10825,296,6
10935,294,7
10939,293,5
11203,46,12
11168,1035,3
11169,1036,3
11202,47,11
11281,64,15
11283,290,11
11289,288,7
11292,286,11
11330,283,7
11335,280,8
11336,278,7
11404,276,8
11405,273,7
11407,270,9
11427,106,11
11428,98,8
11475,110,11
11478,267,9
11489,266,7
11501,264,8
11502,263,6
11504,261,6
11521,258,7
11539,257,8
11522,255,8
11524,254,7
11534,253,10
11533,251,8
11530,249,10
11564,247,7
11618,246,8
11619,244,8
11620,243,8
11622,241,9
11623,239,7
11624,238,8
11626,236,9
11628,235,8
11629,233,9
11631,232,8
11632,231,6
11634,228,9
11635,227,6
11637,68,10
11642,225,8
11643,224,8
11644,222,8
11645,220,8
11654,218,9
11659,216,8
11662,215,8
11655,93,9
11661,213,8
11667,211,9
11670,209,8
11658,207,9
11665,205,9
11668,203,8
11664,201,10
11698,199,10
11701,198,10
11702,197,7
11703,195,9
11717,193,10
11718,95,8
11720,191,7
11988,187,8
11990,185,13
11991,183,8
11993,180,8
11994,178,11
11996,176,7
11997,174,9
11999,172,11
12008,171,9
12012,170,9
12015,168,9
12016,166,9
12083,165,13
12101,163,11
12102,162,10
12236,160,10
12237,159,10
12239,158,9
12306,29,13
12302,157,6
12303,155,9
12305,5,10
12378,153,8
12379,152,11
12403,54,10
12404,50,9
12405,58,12
12406,150,14
12411,148,9
12412,128,10
12493,146,10
12500,144,9
12501,141,11
12536,42,10
12538,111,10
12539,44,10
12562,139,8
12563,137,8
12566,135,10
12567,133,9
12587,46,12
12588,47,11
12596,131,8
12597,129,8
12647,57,11
12648,127,8
12662,46,12
12663,44,10
12673,125,12
12674,123,9
12675,122,7
12676,120,8
12677,117,8
12678,113,10
12691,47,11
12692,111,10
12716,109,9
12714,108,10
12717,105,8
12713,103,8
12757,101,10
12759,100,9
12761,97,8
12777,94,11
12779,92,12
12815,90,10
12834,14,10
12835,18,10
12837,29,13
12843,37,8
12845,87,9
12819,85,10
12842,34,7
12850,83,8
12833,2,11
12853,81,9
12836,20,10
12848,79,11
12830,5,10
12838,27,10
12839,24,10
12846,77,10
12847,75,14
12854,73,12
12926,71,12
12929,69,10
12930,67,12
12957,65,10
12958,60,13
12997,58,12
12998,54,10
13000,52,10
13001,50,9
13021,47,11
13022,46,12
13024,44,10
13025,42,10
13062,40,8
13063,38,7
13067,35,9
13069,31,9
13077,28,9
13079,24,10
13081,20,10
13082,18,10
13087,15,9
13089,13,10
13090,11,8
13092,7,12
13093,4,10
13095,3,12
10,321,6
12,324,5
28,318,6
34,328,6
35,312,6
36,420,5
37,304,7
38,330,5
39,417,4
40,342,7
41,334,6
42,411,4
43,346,7
44,404,7
45,401,5
46,344,7
47,399,7
48,378,5
49,350,5
50,383,6
52,381,6
55,388,6
51,357,8
53,353,8
54,362,8
60,355,8
61,360,8
62,365,5
63,392,5
64,368,7
65,376,6
66,370,6
67,373,6
68,2243,3
69,2245,3
70,2271,2
71,2346,2
72,2349,2
73,2274,2
167,2886,2
180,2887,2
155,2888,2
173,235,8
175,236,9
185,2889,2
187,239,7
191,240,8
197,241,9
211,2890,2
157,2891,2
160,225,8
163,2763,3
166,2892,2
170,2893,2
174,1871,4
176,2894,2
182,2895,2
183,238,8
188,2896,2
193,2897,2
195,2898,2
199,242,9
200,1318,2
204,243,8
207,1382,2
212,1866,4
216,278,7
156,2899,2
158,2761,3
159,2762,3
162,2900,2
168,2901,2
171,2902,2
172,234,9
177,1865,4
179,237,9
181,2903,2
186,2904,2
190,2905,2
192,1316,2
194,1864,4
198,1858,3
201,2906,2
202,90,10
203,2907,2
205,244,8
209,1863,3
210,2908,2
213,282,5
214,276,8
215,280,8
161,2909,2
164,2910,2
169,1859,3
178,1872,5
184,2911,2
189,2912,2
196,1320,2
206,2913,2
208,1385,2
219,284,8
220,1860,4
221,1855,3
227,290,11
228,275,6
229,270,9
230,288,7
231,286,11
232,2914,2
233,2915,2
234,2916,2
235,2917,2
236,1854,4
237,2918,2
238,2919,2
551,2881,3
552,2877,3
559,2882,2
560,2884,2
558,2879,2
654,2920,2
659,2921,2
660,2922,2
664,2923,2
665,2924,2
616,2925,2
617,2926,2
618,2927,2
619,2928,2
620,2929,2
621,2930,2
631,96,11
666,2931,2
651,101,10
667,2932,2
668,2870,3
625,2933,2
626,2934,2
627,2935,2
628,2936,2
629,2937,2
630,2938,2
661,2939,2
662,2940,2
663,2941,2
655,2942,2
656,2943,2
657,2869,3
658,2944,2
682,2945,2
683,2946,2
684,2874,2
685,2871,2
692,2947,2
724,596,4
725,598,4
726,679,6
727,657,4
728,661,3
729,662,7
730,675,6
731,677,5
732,592,5
733,676,5
734,674,4
735,656,5
736,589,4
739,668,4
740,666,6
742,664,5
745,671,3
748,838,3
751,2068,2
756,613,5
776,1356,4
779,1907,4
784,1345,2
787,1910,5
793,871,6
796,443,7
801,1148,2
804,1153,3
809,1713,2
820,1127,3
825,1704,2
831,1702,3
834,1119,2
839,431,4
842,1683,2
845,438,4
848,1680,2
851,1734,2
856,1726,3
860,429,5
737,669,5
744,653,4
747,845,3
750,835,3
754,587,4
757,2137,3
760,1892,4
761,638,3
764,646,5
775,1902,5
778,2171,4
782,1021,4
785,833,3
790,823,5
791,881,7
794,1716,3
800,454,5
806,2104,3
812,1137,3
817,1134,3
823,1126,2
829,1700,3
837,1689,2
840,1693,3
847,467,5
854,1732,2
859,2111,3
861,434,4
738,667,5
743,673,4
755,583,6
766,651,4
767,635,4
772,1333,4
773,1343,3
797,1720,5
802,426,5
807,436,4
810,1709,3
813,1142,2
816,1136,3
824,1120,4
832,1698,2
836,1685,3
841,2103,3
844,1677,2
849,1739,2
852,459,4
855,447,4
857,876,4
741,665,5
746,842,5
753,629,4
758,616,5
762,610,4
768,1359,4
769,1363,4
781,1527,3
786,829,4
789,1520,2
792,456,5
795,1708,4
799,1757,2
805,1715,2
808,1143,3
815,1130,2
818,1132,3
821,2105,3
828,2100,2
835,1691,2
838,1687,2
843,1158,3
853,1729,2
862,2102,3
863,1243,2
749,2083,2
752,2085,2
759,2091,4
763,623,6
765,643,5
770,1332,3
771,1353,3
774,1900,5
777,1903,4
780,641,5
783,1538,3
788,2028,2
798,2108,4
803,1743,2
811,1149,4
814,1139,2
819,1123,2
822,2098,2
826,2107,3
827,1706,2
830,1116,3
833,1696,2
846,1741,2
850,1736,2
858,439,5
864,462,5
865,1169,2
866,85,10
867,1163,2
868,1167,3
869,1668,2
870,1244,4
871,1246,2
872,81,9
873,89,10
874,1164,2
875,1160,3
876,1661,2
877,1670,2
878,1155,3
879,1675,2
880,2106,3
881,1405,3
882,1673,2
883,1665,2
884,2120,3
886,1662,3
887,1657,2
1009,1593,3
1010,1611,2
1011,1591,3
1012,1584,2
1013,1549,2
1014,1598,4
1017,1569,4
1018,1541,3
1019,1558,3
1022,1595,2
1023,1601,3
1040,1645,2
1042,1637,3
1069,1642,2
1068,1620,2
1099,1639,3
1101,1624,3
1102,1613,2
1103,1605,3
1105,1608,3
1106,1561,3
1107,1581,3
1108,2873,3
1115,2630,3
1139,2362,2
1277,2647,3
1284,173,8
1290,2653,3
1293,776,6
1294,773,4
1306,762,5
1262,1453,3
1275,163,11
1302,2086,5
1308,1176,4
1224,1326,3
1253,1029,6
1279,1135,4
1287,158,9
1295,2643,3
1298,822,5
1301,841,6
1240,1364,4
1248,2640,3
1258,2675,3
1259,1275,4
1260,2670,3
1268,171,9
1271,172,11
1272,1179,2
1278,2661,3
1280,2662,3
1285,154,9
1286,174,9
1289,854,7
1291,817,4
1307,1214,4
1321,2075,4
1322,2069,3
1324,1916,4
1325,2056,3
1326,230,6
1340,166,9
1342,2642,3
1343,175,9
1344,186,8
1345,2657,3
1346,177,8
1347,185,13
1348,188,8
1349,189,10
1350,2660,3
1351,2656,3
1352,194,9
1353,193,10
1354,195,9
1355,196,11
1356,2652,3
1357,2641,3
1358,2651,3
1359,198,10
1360,201,10
1361,200,8
1362,203,8
1364,2638,3
1365,2639,3
1366,207,9
1367,208,8
1368,2637,3
1369,212,9
1382,2629,3
1395,55,12
1396,263,6
1399,216,8
1406,2627,4
1370,218,9
1377,224,8
1388,259,10
1390,95,8
1394,50,9
1407,2625,4
1371,219,9
1375,2634,3
1379,249,10
1381,2633,3
1384,267,9
1386,252,8
1392,265,7
1401,2736,2
1403,2734,2
1372,220,8
1378,248,9
1383,2631,3
1397,261,6
1400,2617,3
1402,2705,2
1373,2636,3
1374,2635,3
1376,222,8
1385,253,10
1387,256,8
1389,264,8
1380,2632,3
1391,52,10
1393,1935,3
1398,258,7
1404,2622,2
1405,2619,3
1408,2738,3
1409,2754,3
1410,2760,3
1411,2740,3
1412,2742,3
1413,152,11
1414,162,10
1415,151,10
1416,168,9
1417,150,14
1418,167,9
1419,2743,3
1420,2744,3
1421,2756,3
1422,134,9
1423,1873,4
1424,147,9
1425,145,9
1426,141,11
1427,143,10
1429,1876,2
1430,2747,2
1431,2745,3
1432,179,6
1433,182,9
1434,160,10
1435,131,8
1436,170,9
1437,191,7
1438,165,13
1439,156,8
1440,184,7
1441,2644,2
1442,2654,4
1443,2648,2
1444,118,10
1445,127,8
1446,113,10
1447,139,8
1448,122,7
1449,136,10
1450,116,9
