label_id,distance_to_intersection
9,16.196217280220772
10,0.0
11,28.69254884830238
12,0.0
13,0.0
14,25.954706426361266
15,30.27382662330742
16,0.0
17,0.0
18,0.0
19,33.850183408577486
20,36.950772817285305
21,28.34038012046785
22,23.254372285171073
23,0.0
24,0.0
25,0.0
26,0.0
27,52.383480765084904
28,0.0
31,24.5634967065109
32,29.939963319545683
33,23.284730911411785
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
52,0.0
55,0.0
51,0.0
53,0.0
54,0.0
56,18.15124348360483
57,30.418788810692266
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,140.34838467099115
75,143.395174794124
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,41.34696361084668
83,31.997727909218472
84,46.8608138886817
85,50.55876552701939
86,44.87803812815206
87,37.07435933123198
88,41.47227730793654
89,35.85782101885439
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,447.7151131115595
104,417.5755666328966
105,381.33177786066005
115,610.6317468805214
116,0.0
117,0.0
118,0.0
119,552.9515547472887
120,558.5005952063977
121,549.7280946316785
122,598.4618852228406
123,587.5500677470346
124,577.3923909810986
125,580.1545041461555
126,585.5229688163437
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,526.588139941489
134,550.1390077394805
135,25.52489377769672
136,31.14698039231942
137,35.37019924760483
138,28.198570174623004
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,26.793868434154543
146,38.93524702673672
147,0.0
148,0.0
150,0.0
167,0.0
180,0.0
149,0.0
155,0.0
173,0.0
175,0.0
185,0.0
187,0.0
191,0.0
197,0.0
211,0.0
151,0.0
152,0.0
153,0.0
154,0.0
157,0.0
160,0.0
163,0.0
166,0.0
170,0.0
174,0.0
176,0.0
182,0.0
183,0.0
188,0.0
193,0.0
195,0.0
199,0.0
200,0.0
204,0.0
207,0.0
212,0.0
216,0.0
156,0.0
158,0.0
159,0.0
162,0.0
168,0.0
171,0.0
172,0.0
177,0.0
179,0.0
181,0.0
186,0.0
190,0.0
192,0.0
194,0.0
198,0.0
201,0.0
202,0.0
203,0.0
205,0.0
209,0.0
210,0.0
213,0.0
214,0.0
215,0.0
161,0.0
164,0.0
169,0.0
178,0.0
184,0.0
189,0.0
196,0.0
206,0.0
208,0.0
217,53.826472821745774
218,39.554171923926106
219,0.0
220,0.0
221,0.0
222,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,345.94028934452786
240,361.9436811587703
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,39.05779495199274
248,44.42285397084811
249,45.43681128618655
250,47.47260787024727
251,33.243671842348945
252,37.60046453656443
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
261,0.0
262,0.0
264,0.0
268,0.0
278,0.0
287,49.98759887204618
290,35.44908262342986
291,57.6154683408267
258,0.0
259,0.0
266,0.0
271,0.0
277,0.0
283,43.64603731488478
260,0.0
263,0.0
269,0.0
270,0.0
286,51.341143448325106
289,30.304972069330972
265,0.0
267,0.0
292,54.1171773436819
272,0.0
274,0.0
275,0.0
294,29.51488201823422
273,0.0
279,37.52048081865971
281,31.586912420124076
285,49.67794548614624
276,0.0
280,45.81327020773085
282,42.38914886445777
284,53.38284364634742
288,35.98452486811624
293,46.062594273238346
295,0.0
296,0.0
297,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,22.278226319816273
332,36.955904717288085
333,0.0
334,0.0
335,24.14226437793412
336,31.564448152253277
337,39.4499411183848
338,42.89880561206898
339,46.302984848565366
341,35.21227474736203
349,0.0
350,0.0
362,0.0
364,28.02336619685978
365,26.516330525403582
342,0.0
348,0.0
352,0.0
354,0.0
366,30.718617119669485
367,37.410123887564666
368,39.280904363608215
343,0.0
344,0.0
357,0.0
345,0.0
358,0.0
363,0.0
371,43.16166947932155
346,0.0
353,0.0
347,0.0
351,0.0
355,0.0
356,0.0
359,0.0
360,0.0
361,0.0
369,43.933704889045266
370,47.01615485610114
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
417,0.0
413,0.0
414,0.0
415,0.0
416,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,33.282176600920984
436,40.53262587441735
437,55.12115066068136
438,46.452532437262114
439,21.96857752287116
440,28.14887501717709
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,24.130703087926246
448,27.150622261227586
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,30.36307031982856
480,30.42655692660603
481,45.60332815979332
482,40.59525248934875
483,34.29162275330512
484,28.244682434764115
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
524,0.0
526,0.0
530,43.29636373004826
531,0.0
532,40.78066540440796
533,58.055949867879434
535,60.3025305478043
541,0.0
545,0.0
551,0.0
557,0.0
561,493.47413422009396
516,0.0
521,0.0
537,78.93222543386132
538,83.28719283637255
552,0.0
556,0.0
517,0.0
520,0.0
536,0.0
559,0.0
563,0.0
568,0.0
518,0.0
519,0.0
525,0.0
527,0.0
539,0.0
546,0.0
554,0.0
555,0.0
560,0.0
564,541.1321426428595
566,521.7958716389398
522,0.0
529,0.0
540,113.59218266925375
542,0.0
543,0.0
547,407.3948519352467
548,410.04700750427713
549,437.12126449789713
550,0.0
553,0.0
558,0.0
562,0.0
567,0.0
523,0.0
528,47.633351271533904
534,38.95686611223627
544,0.0
569,54.19648405785371
570,39.07881759435794
571,27.65487862006367
572,89.43486471551248
573,73.39426191195952
574,58.95426824882798
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,30.804969103304835
615,54.54101568758301
653,0.0
654,0.0
659,0.0
660,0.0
664,0.0
665,0.0
674,47.07288272722104
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,55.36532556641004
631,0.0
634,0.0
645,0.0
666,0.0
671,33.97433826342233
675,0.0
623,0.0
635,0.0
637,0.0
651,0.0
624,30.840609120199844
640,0.0
642,0.0
644,0.0
647,0.0
652,0.0
667,0.0
668,0.0
673,47.101714936259185
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
632,136.50377476007117
639,0.0
643,0.0
648,0.0
661,0.0
662,0.0
663,0.0
669,0.0
633,0.0
636,0.0
638,0.0
641,0.0
646,0.0
650,0.0
655,0.0
656,0.0
657,0.0
658,0.0
672,0.0
649,0.0
670,41.4719093265419
676,25.592170370452866
677,26.641406522401763
678,42.07372502815914
