label_id,distance
8,26.937984411538853
11,19.137887182868205
9,0.0959944444613899
942,7.789929736381994
943,4.835947109087146
946,9.385612050125314
1352,10.196667869663653
1353,3.6441719694221306
7671,9.521529756108016
7674,4.313905790393833
7673,1.264046607482628
7698,0.8557072026497129
10113,4.627129644299498
10108,5.460731136413175
10105,3.7149480225250024
10110,7.700693480320371
10796,5.822913393268962
10795,11.046925572781163
10,12.865492848369247
13,27.11919543474523
12,27.486549938255827
14,30.094386580089747
15,21.333869041209578
16,15.329771862746782
23,18.24103869761216
4934,16.915034759692745
4935,13.89682593825808
8818,16.65577530084347
8819,22.468581838473888
17,13.61775393045424
18,17.6117234498017
2755,15.069891649136416
4951,1.6249178782518445
4819,22.365698301808457
4937,15.582166682664736
4950,16.132982297179428
4816,21.38121961113841
8815,13.591553619618495
8962,13.552253152407616
8960,13.721669962110674
19,14.451275794367978
25,4.697557389207433
4962,17.275328109162203
4932,13.49857425909118
4938,14.450845007339678
8810,14.48032172186206
8811,17.662495851902417
8964,12.101932473951344
20,16.294012221061756
24,17.661770094808595
4961,16.265233973098496
8812,17.69237553514343
8813,17.244992295855745
21,18.484549437050617
7707,25.40485480942323
7684,29.128550504851745
7686,23.237739812643078
8816,8.728332503751824
8971,14.995550303704517
8968,18.555698601808025
8966,18.399282750367504
22,14.845907059015719
4933,19.030863772163585
4931,20.545053973664153
7705,31.27436534382206
7685,19.116644496944055
8967,19.593016547439706
8970,16.509472754988476
8965,12.806714983527188
8963,11.183250591627065
26,8.499771071612752
4959,9.905962409794311
8809,0.12352331228998666
27,18.249814567153777
57,32.725528321227
58,14.631815348421766
59,22.8450449554627
8806,14.631815348421766
8804,14.74606947474733
8805,23.079992825755006
28,20.618676833837277
29,23.977525412287715
41,28.974929651604292
43,17.555794645309966
44,18.666419327606313
46,18.914385790450513
47,25.8234756439582
48,23.84020186474434
49,19.56992218694516
50,23.55664779183249
54,24.494370496208663
55,20.34985004971207
2618,17.90999557255351
2623,20.600967725228948
2624,25.37613697831181
2628,18.224474757002273
2629,19.538039957179983
2631,18.773946832306002
5995,13.714160098626307
5997,9.553740206815853
5999,25.37613697831181
6001,20.54783913782175
6021,12.262423477099935
8599,22.4896402520099
8725,0.7002423755347652
8722,30.284991795971283
8721,26.018312571973947
8724,22.933097433423455
42,24.63741190327097
45,15.762937277512721
52,23.27304041080791
51,17.109436739667863
53,18.756218800730128
2616,21.198009457502458
2625,17.87457923010466
2626,21.76474988798199
2627,25.770333926736814
2630,23.21985809193547
2740,12.699358990053765
5998,12.244714788889265
6003,21.321965707345164
6018,15.6035630411465
6019,13.661035280843148
6022,13.64332659078616
8324,19.816681054446875
30,12.250116034020367
33,19.685093636203536
36,23.4199518496089
2649,12.148663978662926
5993,31.793638283244594
9526,25.25412103833542
9522,13.504665138885695
9525,25.491709984065746
9523,22.353503238972166
9524,25.729297879484655
9527,26.952068489781098
31,33.760364454872516
32,32.73920735461681
6004,24.615727668201966
6006,23.62479706291975
34,18.292835951142017
35,23.725648753383364
37,20.90842018781402
39,7.732548494003306
2653,19.341446818529977
2705,23.755845388890247
2709,21.276951200686362
2743,26.342417285422673
2751,20.0597494287843
2752,32.83917439479126
2762,29.71847375873872
2745,22.843890001915796
2750,7.732548494003306
2753,29.20580915905343
2760,30.29260221037005
5984,18.734821449906683
5988,33.55950852145133
8628,17.405942517699653
8644,12.99154379034031
8642,20.73356133864823
8646,18.147316889337883
9535,32.295779543127246
9519,15.883536077903202
9520,21.3666555676081
9534,32.637614318736254
9528,23.62541869334879
9531,34.5059090213093
9532,31.312716757056812
9530,27.70400722192714
9536,32.05767889431534
9529,22.947725962750404
9795,13.9175591658576
9796,17.58087976096232
9797,13.233684353229389
9799,26.696191250466565
9984,20.73356133864823
9989,15.470438300354084
10205,8.27594764414452
10206,14.688991903227137
10209,20.190171480407784
38,17.034160226821044
2543,29.330374419370536
2748,21.423557709121138
4172,17.420167509188133
4175,26.7857659997184
4182,7.91577396635384
5967,29.01988193799621
5969,28.89392264088121
5978,18.12180627666661
5979,15.352627926110024
5985,14.966630419471773
5981,19.427104906017853
5982,23.392895428327165
5987,18.818303514973568
6020,7.91577396635384
6023,11.596473991684372
9518,22.7261848121541
9521,16.496437061980995
9594,9.97555503683106
9798,20.404316633576766
40,20.603149002270484
2756,26.68526080302443
2757,21.500328338276343
9533,32.161401972358824
10207,17.841988120156195
56,34.15400725263305
4960,22.405030229001884
8808,22.809732949843717
60,6.977841768742271
7176,6.977841768742271
61,30.351635405030365
62,28.053219107703946
4939,25.115347210571933
7303,24.00759115562811
7714,22.99766362481405
7691,29.779664529346075
7719,20.16826518029912
7710,23.693898012878332
7712,13.751960554331875
7718,9.675856776329098
7709,25.033820619392994
7688,32.036037840347596
63,44.86350184214442
7706,37.509973675345826
7716,6.073300162645339
10531,29.970321183509014
71,24.29071085425979
253,9.268447261152229
456,10.446387835107055
5513,21.50956311805384
5519,30.66680697781968
5520,36.612552814515425
5533,32.6979244711228
5518,38.0997826976808
5526,36.45446807382229
5529,22.813837330949333
5530,29.85521757998127
5531,25.787833561696075
5534,23.488072894191603
5514,27.096038812833033
5523,33.5123678546772
5525,32.03324243191653
5527,28.255665337877247
6513,21.95310465665107
6507,27.090083591475707
6520,18.17443659652969
6494,21.493442878864066
6495,20.457521137964093
6506,34.61052688230349
6508,27.08734058464326
6509,21.84880875689424
6515,18.414834770670957
6521,18.534298501227042
72,18.779007989667935
156,21.124670545800527
251,14.556811247347419
257,33.711931052161944
5515,16.672866743963127
5517,33.482344698440315
5508,21.124670545800527
5512,16.67683183358708
5516,19.03241655008045
6499,25.313145843251363
6497,18.777025582660254
6498,20.897042005620612
6984,33.72186041856422
74,19.05082663296168
137,30.39051361975141
138,35.48189000981538
140,17.19166747044321
141,16.343557931726853
250,15.931148128867601
5511,14.83880278887452
5521,29.32156327755941
5528,31.76503815446378
5532,24.638053284453143
5535,22.386359668164907
5832,22.13007968337227
6522,16.407555848595184
6505,36.69309356708419
6511,25.57639541729616
6514,19.31622243422916
6517,18.174033234457763
75,18.690593577363344
252,16.59780854114725
5503,31.717926407947804
5510,6.111646034561454
6503,23.309698554684346
76,4.479391236253273
77,2.596630283364629
79,2.2081302886542837
80,1.46388081427788
81,5.694123254831788
82,1.46388081427788
83,7.253012381878812
84,1.0609538612937104
85,0.26365610499509473
86,2.239036213916526
87,0.7312676939773423
99,1.9861987117690616
100,1.9862298121937791
110,3.7505451865417565
111,2.6503747988738215
2389,12.084516977485274
4311,6.294721311204221
4342,14.022589638730484
4367,3.5092188825289887
4368,3.5092188825289887
78,4.6625253637354716
4343,0.43228495459041044
4366,3.6514504095836635
88,3.2404988767783247
14895,12.609845040005462
4319,2.118264551478513
89,0.6614485806552395
94,0.7130864425629302
95,6.3285400541539225
3643,0.7552982286086289
3644,4.8836171179617285
4318,2.0359833951613213
7169,0.5910591660707334
14896,0.8022218086792944
14894,7.674900153588886
90,0.8349403272344122
2566,10.616452639269763
2565,10.586958848857087
7163,2.3204293817465427
10138,12.802074846053044
10070,8.472652887137897
2564,3.3437607947558488
4255,2.134492766722787
4313,5.711009765703095
4333,3.855930790545261
10189,20.98901692402436
91,3.316727073922724
10096,0.3867005304088705
92,2.031806977740271
93,1.0776036226907477
2100,1.6127362914903893
3645,3.509081912459503
14893,2.059446327762338
96,1.0972689620214169
97,0.8364090314645102
98,4.520591305591518
2392,0.5882926280840858
4326,3.4493343996067463
4372,11.201079018277555
4394,0.6266724284914751
8049,4.743462516096421
7951,2.28416746063939
105,5.079867305056157
4377,5.474783325897086
7171,5.041487101159883
101,1.242533394595955
7955,0.7301895510597147
