label_id,way_type,intersection_distance
115,footway,8.572398136723713
116,footway,6.7686684164845685
117,footway,8.059827953847776
118,footway,0.3119122442841375
119,footway,3.9333713427823724
120,footway,5.074060478269355
121,footway,7.069356068813908
122,footway,3.5335696437887343
123,footway,8.335001781278612
124,-1,-1.0
125,-1,-1.0
126,-1,-1.0
127,-1,-1.0
128,-1,-1.0
129,-1,-1.0
130,-1,-1.0
131,-1,-1.0
132,footway,6.143507485613528
133,footway,17.341174900512083
134,-1,-1.0
135,footway,7.100634625356146
136,-1,-1.0
137,-1,-1.0
138,-1,-1.0
140,-1,-1.0
141,-1,-1.0
142,-1,-1.0
144,-1,-1.0
145,-1,-1.0
146,-1,-1.0
147,tertiary,49.22657122788552
148,-1,-1.0
149,tertiary,45.93905460031481
150,tertiary,47.55619375271668
151,-1,-1.0
152,-1,-1.0
153,service,31.959840475469615
154,service,41.98513850485145
155,residential,38.34744729014171
156,residential,40.22510370167382
157,-1,-1.0
158,residential,34.49080263987222
159,residential,36.90853150505366
160,-1,-1.0
161,-1,-1.0
162,residential,39.25342114275869
163,residential,42.55337451634639
164,-1,-1.0
166,-1,-1.0
167,-1,-1.0
168,-1,-1.0
169,secondary,45.86579759189967
171,secondary,47.071620028884205
172,secondary,42.41010061220207
173,secondary,39.66840017832815
174,secondary,54.71340005270355
175,secondary,53.312608852238355
176,secondary,49.57553484894077
177,secondary,47.582769925350554
178,residential,35.902586727750844
179,residential,43.28572731116838
180,residential,30.685284369898607
181,residential,31.248392348327723
182,-1,-1.0
183,-1,-1.0
185,-1,-1.0
186,residential,32.57629717552074
187,residential,38.11901647340922
188,residential,42.38393348432445
189,service,44.60874575351059
190,service,36.639867629791055
192,service,38.083170324794295
193,-1,-1.0
194,residential,32.76930467377601
195,residential,28.490429620295654
196,-1,-1.0
197,-1,-1.0
198,-1,-1.0
199,primary,44.32115766598876
200,primary,50.15880955423385
201,primary,42.97468271997769
202,-1,-1.0
203,primary,37.46199395050329
204,-1,-1.0
205,-1,-1.0
206,-1,-1.0
207,residential,30.57220885335587
208,residential,41.19577808410263
209,residential,46.856758532856965
210,residential,51.17437440821702
211,residential,49.35135835381178
212,residential,38.10991471709869
213,-1,-1.0
214,-1,-1.0
215,residential,43.80338234199239
216,residential,42.09652217655903
217,residential,29.955669229047672
218,residential,28.99225145075343
219,residential,25.737441736410357
220,residential,30.261827949939363
221,residential,43.15686152796927
222,residential,33.07481018590127
223,residential,45.815706267789025
224,residential,39.24525736758444
225,-1,-1.0
226,-1,-1.0
227,residential,28.58827460694425
228,residential,26.697264698768954
229,residential,26.300789771219936
230,-1,-1.0
231,-1,-1.0
232,-1,-1.0
233,-1,-1.0
234,tertiary,41.20012558545724
235,tertiary,21.999509877594107
236,-1,-1.0
237,-1,-1.0
238,residential,30.409167804117107
239,residential,36.31941279397389
240,-1,-1.0
241,-1,-1.0
242,residential,30.507800883383272
243,residential,39.93592294818645
244,residential,29.63270928311399
245,residential,26.941320829319476
246,residential,36.432329332650944
247,residential,36.10523464998642
248,residential,42.54544814884605
249,residential,42.70324980421555
250,residential,27.972229690196766
251,residential,23.773698561810765
252,residential,29.645391013876377
253,residential,30.632036255833768
254,residential,32.599854200628336
255,residential,34.99357746740492
257,-1,-1.0
258,residential,38.48749167278157
259,residential,43.20067811012
260,residential,34.12765646686999
261,-1,-1.0
262,-1,-1.0
263,-1,-1.0
264,-1,-1.0
265,residential,43.562095436910546
266,residential,39.883616167085435
267,residential,35.14686768621997
268,residential,41.89186670936122
269,residential,34.88524888848488
270,residential,30.339084087281726
271,residential,30.588356207530328
272,residential,33.32104398228912
273,residential,21.64538493680064
274,residential,25.008767733463788
275,-1,-1.0
276,-1,-1.0
277,tertiary,36.302834582277775
278,tertiary,38.55519779660225
279,-1,-1.0
280,-1,-1.0
281,-1,-1.0
282,-1,-1.0
283,-1,-1.0
284,residential,30.21547340068965
285,-1,-1.0
286,-1,-1.0
287,-1,-1.0
288,residential,34.52649841872608
289,residential,45.94890622600825
290,-1,-1.0
291,-1,-1.0
292,-1,-1.0
293,-1,-1.0
294,-1,-1.0
295,primary,40.859224843438646
296,tertiary,46.259504766577194
297,tertiary,49.218146147641676
298,tertiary,48.714447721635096
299,tertiary,54.085464875679094
300,service,58.361104572937705
301,tertiary,63.86359797483254
302,tertiary,64.17586495907265
303,-1,-1.0
309,-1,-1.0
310,residential,45.920788587141296
311,residential,46.424408724226396
312,residential,44.36522739840443
313,residential,22.229220949852827
314,-1,-1.0
315,-1,-1.0
316,-1,-1.0
317,-1,-1.0
318,-1,-1.0
319,residential,42.96691806319037
320,residential,35.993958691886334
321,residential,36.02860755813006
322,residential,35.72237854252289
323,residential,34.92665802344601
324,residential,34.95315324045672
325,residential,33.80574026488888
326,-1,-1.0
327,-1,-1.0
328,-1,-1.0
329,-1,-1.0
330,-1,-1.0
331,-1,-1.0
332,-1,-1.0
333,-1,-1.0
334,-1,-1.0
335,-1,-1.0
336,residential,47.36634193230154
337,residential,45.23321103963494
338,-1,-1.0
339,service,34.879654396225334
341,service,35.579825569191605
343,residential,40.54666518907708
344,residential,32.88184505648561
345,residential,40.56799528970668
346,residential,39.638249540468486
347,-1,-1.0
348,-1,-1.0
349,-1,-1.0
350,-1,-1.0
351,-1,-1.0
352,-1,-1.0
353,residential,27.41441475284418
354,steps,51.109135307241125
355,residential,39.98475837331382
356,residential,39.43766067042899
357,residential,39.35061551049625
358,service,38.05484523870826
359,residential,39.7605794747242
360,residential,30.95089323833614
361,residential,28.553471609081733
362,residential,39.991111158619006
363,service,27.591398751577227
364,service,32.797069732740994
365,residential,31.152920214707116
366,residential,34.80620923288676
367,residential,46.962221424290135
368,residential,48.36345652458901
369,residential,43.28032818893309
370,residential,41.17195602528333
372,residential,32.551776365585276
373,residential,38.81590221957872
374,residential,41.11832169834294
375,residential,32.16541247129262
376,residential,32.60898061954149
377,residential,41.99357479576095
378,residential,32.31828395655805
380,-1,-1.0
381,-1,-1.0
382,-1,-1.0
383,-1,-1.0
384,residential,36.03139367758674
385,residential,29.75491752764969
386,residential,33.24618905475459
387,residential,36.36790448978619
388,residential,44.46135514387951
389,residential,44.31779402704782
390,residential,43.597372218058446
391,residential,40.4804005316997
392,residential,33.83950629867176
393,residential,39.19866173044196
394,residential,35.230804142432454
395,residential,36.02807898610637
396,residential,42.438277759984
397,residential,34.62347636843024
398,residential,36.38713170333171
399,residential,42.61806001061432
400,residential,39.51489792451978
401,-1,-1.0
403,primary,36.47998775635043
404,primary,42.2926638470196
405,primary,41.35725051958155
406,primary,33.286434071031216
407,primary,49.7693641758709
408,residential,34.44671919128677
409,residential,38.528759673709
410,residential,37.22279774038341
411,residential,29.87235355727296
412,residential,31.77707847376374
413,-1,-1.0
414,primary,36.95839323365834
415,primary,31.556685097550215
416,-1,-1.0
417,residential,37.80070637098575
418,residential,45.570659630859154
420,service,30.52435419189157
421,service,30.191686776712118
422,residential,22.02787896335814
424,residential,34.737195748293914
425,residential,33.578750016541605
426,-1,-1.0
427,-1,-1.0
428,primary,46.381241270004885
429,primary,37.78415292296359
430,-1,-1.0
431,-1,-1.0
432,tertiary,50.66047935399937
433,tertiary,52.78661231509644
434,-1,-1.0
435,tertiary,42.692380413846344
436,-1,-1.0
437,-1,-1.0
438,-1,-1.0
441,-1,-1.0
442,service,20.09790072269546
443,service,33.74423937090439
448,residential,37.25494972322851
449,residential,42.08173291496708
456,-1,-1.0
457,-1,-1.0
459,-1,-1.0
460,tertiary,32.928317612388334
461,service,34.0475596074505
462,-1,-1.0
463,residential,28.06803764413315
464,-1,-1.0
465,-1,-1.0
466,-1,-1.0
468,service,196.9104195708931
469,tertiary,167.50992442323894
470,tertiary,154.28203573123096
471,-1,-1.0
473,-1,-1.0
474,-1,-1.0
475,-1,-1.0
476,-1,-1.0
477,-1,-1.0
478,-1,-1.0
479,footway,2.386411778282422
480,footway,4.7251955727601676
481,-1,-1.0
482,-1,-1.0
483,-1,-1.0
484,footway,11.073512011447413
485,-1,-1.0
486,-1,-1.0
487,-1,-1.0
488,-1,-1.0
489,-1,-1.0
490,footway,9.284902053894811
491,footway,9.070042395754806
492,footway,7.804136219613486
493,footway,12.638923543848502
494,footway,4.942300339132631
495,footway,10.256807917227203
496,footway,9.282939705407882
497,footway,4.758390796596907
499,footway,10.547375001659699
500,residential,10.848064650055568
501,footway,15.937539577166172
502,footway,12.578060526743887
503,footway,9.167102184735388
504,footway,5.011540250117897
505,-1,-1.0
506,residential,11.442088376875116
507,footway,12.303394925490508
508,footway,18.96809409782744
509,residential,16.979521826562202
510,footway,3.6939824233511334
511,footway,12.398449655345336
512,-1,-1.0
513,footway,12.580541182564229
514,footway,28.80219186175745
515,footway,25.332151285982892
516,footway,8.148650010460955
517,residential,15.388827420357172
519,-1,-1.0
520,footway,6.688925201419668
521,footway,9.634894647855807
522,residential,15.665020093623214
523,residential,14.66706281588073
524,-1,-1.0
525,-1,-1.0
526,-1,-1.0
527,footway,9.327195331619802
528,-1,-1.0
529,residential,17.82754209769544
530,residential,5.380316545314503
531,footway,15.024453782406114
532,footway,28.90674501839953
533,-1,-1.0
534,footway,19.216134347134535
535,residential,18.543608136397708
536,footway,3.396414515871031
537,-1,-1.0
539,-1,-1.0
540,-1,-1.0
541,-1,-1.0
542,-1,-1.0
543,footway,310.7226541067297
544,-1,-1.0
545,-1,-1.0
546,-1,-1.0
547,footway,194.1553658409064
548,-1,-1.0
549,-1,-1.0
550,footway,175.30080160105194
551,-1,-1.0
552,-1,-1.0
553,-1,-1.0
554,residential,15.884469894505406
555,residential,30.887190223125977
556,footway,9.704635151831942
557,footway,3.714402356844779
558,footway,18.634187779105176
559,-1,-1.0
560,-1,-1.0
561,-1,-1.0
562,-1,-1.0
563,-1,-1.0
564,-1,-1.0
565,-1,-1.0
566,-1,-1.0
567,footway,17.5989680389338
568,footway,20.15475249919203
569,footway,9.206695738614243
570,footway,15.269494647218666
571,-1,-1.0
572,-1,-1.0
573,footway,13.016919067031983
574,footway,13.112966088497238
575,footway,21.498976774696747
576,footway,22.73119939477492
577,footway,12.054859352139486
578,footway,13.099576692359905
579,footway,19.026538718892624
580,footway,21.73702872828333
581,footway,8.014555653647445
582,footway,9.88604208646456
583,footway,22.80601428630682
584,footway,23.647783223843504
585,footway,18.939478493098523
586,footway,21.619011476177416
587,footway,11.896538261917707
588,footway,6.136168753869628
589,-1,-1.0
590,-1,-1.0
591,-1,-1.0
592,-1,-1.0
593,footway,6.894011015770621
594,footway,12.509309671921015
595,footway,13.645842277172447
596,residential,7.93087714516007
597,footway,11.937733401152743
598,footway,8.813996221059003
599,footway,7.6253859040446565
600,-1,-1.0
601,-1,-1.0
602,-1,-1.0
603,-1,-1.0
604,footway,9.779188593842834
605,footway,12.563267068167887
606,footway,9.45224717032601
607,footway,8.338423306090707
608,footway,1.5862598549448297
609,footway,2.760471414110699
610,footway,4.7530807958908285
611,footway,4.255056703089061
612,-1,-1.0
613,-1,-1.0
614,-1,-1.0
615,-1,-1.0
616,footway,7.614004402848122
618,footway,9.306575904853364
619,footway,9.070042395754806
620,footway,5.292890669365616
621,footway,6.4455982578976085
622,footway,10.874491527233205
623,-1,-1.0
624,-1,-1.0
625,footway,8.409221474237693
626,-1,-1.0
627,-1,-1.0
628,-1,-1.0
629,-1,-1.0
630,-1,-1.0
631,-1,-1.0
632,-1,-1.0
633,footway,11.332808185003087
634,footway,8.819512740690875
635,-1,-1.0
637,-1,-1.0
638,-1,-1.0
639,-1,-1.0
640,-1,-1.0
641,-1,-1.0
642,-1,-1.0
643,-1,-1.0
644,-1,-1.0
645,-1,-1.0
646,-1,-1.0
647,-1,-1.0
648,-1,-1.0
649,-1,-1.0
650,-1,-1.0
651,tertiary,12.69062025002686
652,-1,-1.0
653,-1,-1.0
654,footway,6.103254427778482
655,footway,13.633042469897216
656,footway,7.137556181153693
657,-1,-1.0
658,-1,-1.0
659,-1,-1.0
660,-1,-1.0
661,footway,2.9143551511318697
662,footway,4.904171633863197
663,footway,2.4548850077371127
664,-1,-1.0
665,footway,11.92282987735285
666,-1,-1.0
667,-1,-1.0
668,footway,8.31600372028827
669,-1,-1.0
670,footway,10.321441854092706
671,footway,5.799744903148728
672,footway,6.557086479859593
673,footway,7.79194764755034
674,footway,11.401908484706844
675,footway,17.3389186580171
676,-1,-1.0
677,-1,-1.0
678,-1,-1.0
679,-1,-1.0
680,-1,-1.0
681,-1,-1.0
682,-1,-1.0
683,-1,-1.0
684,-1,-1.0
685,-1,-1.0
686,-1,-1.0
687,-1,-1.0
688,-1,-1.0
689,-1,-1.0
690,-1,-1.0
692,-1,-1.0
693,-1,-1.0
694,-1,-1.0
695,-1,-1.0
696,-1,-1.0
697,-1,-1.0
698,-1,-1.0
700,-1,-1.0
702,footway,5.819880891293342
703,footway,3.239304377783606
704,footway,4.195384283807579
705,-1,-1.0
707,-1,-1.0
708,-1,-1.0
709,-1,-1.0
710,-1,-1.0
711,-1,-1.0
712,-1,-1.0
713,-1,-1.0
714,-1,-1.0
715,footway,5.132831822018031
716,footway,4.051377774451876
717,footway,10.277473974044954
718,footway,12.558587421468674
719,footway,12.052726765878575
720,-1,-1.0
721,-1,-1.0
723,-1,-1.0
724,-1,-1.0
725,residential,9.34542605124763
726,footway,6.679583531575816
727,footway,4.432601826462033
728,footway,4.675906782204996
729,-1,-1.0
730,-1,-1.0
731,-1,-1.0
732,-1,-1.0
733,-1,-1.0
734,-1,-1.0
735,-1,-1.0
736,-1,-1.0
737,-1,-1.0
738,-1,-1.0
739,-1,-1.0
740,footway,13.327332217311314
741,footway,5.876586449634011
742,-1,-1.0
743,footway,11.793517864816721
744,footway,7.814530438239164
745,footway,7.2101691181935825
746,footway,4.663659017425513
747,footway,5.9363484122451515
748,footway,4.182150417662929
749,residential,18.891949500321523
750,footway,16.69003447995547
751,footway,7.885655341439918
752,footway,2.281519859025598
753,footway,13.52360524600233
754,footway,16.577385935458295
755,footway,8.392416980753447
756,footway,4.555744485119627
757,footway,13.370820884289628
758,footway,30.542428841726345
759,footway,8.957028145889067
760,footway,12.86260969940132
761,footway,1.2634616823180218
762,-1,-1.0
763,-1,-1.0
764,-1,-1.0
765,footway,17.5726793410159
766,footway,20.664252578883694
767,footway,15.646846816887017
768,footway,19.359188750103755
769,footway,16.284542080580348
770,footway,12.568150155072523
771,footway,12.455516860339229
772,footway,12.82692182139144
773,residential,14.071228387221739
774,residential,23.475223273590917
775,footway,22.75228356870243
776,footway,14.467527607200534
777,footway,1.8052838952957095
778,-1,-1.0
779,footway,13.787655110185455
780,-1,-1.0
781,-1,-1.0
782,footway,48.90784841785255
783,footway,16.391594522765917
784,footway,7.899235327208574
786,-1,-1.0
787,-1,-1.0
788,-1,-1.0
789,footway,2.902740433710538
790,footway,11.244484651539668
791,-1,-1.0
792,footway,2.0139800849970984
793,footway,1.2988551929326968
794,footway,13.047102012293344
795,footway,1.817045873924156
796,footway,12.142053402393572
797,-1,-1.0
798,-1,-1.0
799,-1,-1.0
800,residential,50.13099827861135
801,residential,50.82078510873129
802,residential,33.4279025164928
803,residential,28.5352479492993
804,residential,36.59246400360478
805,residential,31.650099829926386
806,residential,36.20946594403071
807,residential,41.05990438638319
808,residential,26.366048671889214
809,residential,23.13524607335065
810,residential,40.5935072728077
811,residential,41.68960665873464
812,residential,29.94695729655436
813,residential,36.18194193718455
814,residential,29.57287431748754
815,residential,36.39519160966964
829,residential,220.04563146799964
830,residential,195.43833824735395
831,-1,-1.0
832,service,28.29294140301083
833,service,30.8616360794724
834,-1,-1.0
835,-1,-1.0
836,residential,32.6183764696268
837,residential,30.116302359214885
838,-1,-1.0
839,residential,34.16391879960672
840,residential,33.20453892525028
841,residential,32.802220460731775
842,residential,30.295984434874146
843,residential,35.84531386474931
844,residential,30.884206114182813
845,residential,29.37808452140944
846,residential,29.25668030673071
847,-1,-1.0
848,residential,34.90659857774771
849,residential,31.982264966515558
850,residential,30.640573673543415
851,residential,31.284185268715785
852,residential,30.862419790775633
853,residential,32.10402165803352
854,residential,31.83721940408488
855,residential,36.30063897631285
856,residential,36.233117552099365
857,residential,39.133093629401046
858,residential,33.92027623143638
859,residential,38.19634311992002
860,residential,35.52907948197332
861,residential,36.49758772442207
862,residential,39.72361331014927
863,residential,34.11381495858171
864,residential,33.188150996933224
865,residential,37.24434886970533
866,residential,40.09745099236257
867,residential,42.50505223198797
868,residential,41.60062388724895
869,residential,37.670216214734374
870,residential,34.56915062245843
871,residential,38.43601654275159
872,residential,41.800536535210405
873,residential,37.76385403267652
874,residential,39.83026877588142
875,-1,-1.0
876,-1,-1.0
877,-1,-1.0
878,tertiary,31.11641741521656
879,tertiary,31.499452790969936
880,tertiary,42.826071658069615
881,tertiary,41.80595274854663
882,tertiary,46.672352565594345
883,tertiary,43.68046709049604
884,tertiary,38.70533815904346
885,tertiary,38.54543794365379
886,residential,32.4840612213566
887,residential,31.27205081448658
888,residential,28.526760586006404
889,service,26.654752170046823
890,residential,35.725507028206934
891,residential,42.90382542427607
892,residential,37.987833013191825
893,residential,42.28436403723432
894,residential,38.31993696153827
895,-1,-1.0
896,-1,-1.0
897,service,38.344949640306965
898,-1,-1.0
899,service,52.57059426448476
900,residential,62.33384859574436
901,residential,56.310768577185186
902,residential,43.14377841239901
903,residential,35.89444649927924
904,residential,22.960265358250005
905,residential,38.21144725257002
906,residential,37.49406704787335
907,-1,-1.0
908,-1,-1.0
909,service,36.6988668439352
910,residential,31.636451592970232
911,residential,39.3159681135058
912,residential,37.02482539470431
913,-1,-1.0
914,-1,-1.0
915,-1,-1.0
916,service,48.900633697365585
917,-1,-1.0
918,service,37.53284532245969
919,service,41.13527525683718
920,tertiary,47.871587044360865
921,tertiary,33.46310739640785
922,residential,39.07782529853463
923,residential,35.72593525323151
924,residential,34.303298591343676
925,residential,37.15726784043998
926,residential,25.194370218751963
927,residential,36.104287890091896
928,residential,22.10102767997863
929,residential,39.29626945577739
930,residential,30.48754807836492
931,residential,37.76779798792223
932,residential,30.52379530061699
933,residential,35.86643626932138
934,residential,38.071885919593285
935,residential,37.65618450562718
936,residential,33.238052091690086
937,residential,28.58035862141641
938,residential,32.22014402564639
939,residential,33.29373676478884
940,residential,41.985050117235254
941,residential,40.552646523789996
942,footway,7.789929736381994
943,footway,10.798153748283768
944,primary,36.24778218274593
945,-1,-1.0
946,-1,-1.0
947,primary_link,56.234018921179974
948,primary_link,63.46842255379015
949,secondary,43.76103351654049
950,secondary,32.09518491071338
951,secondary,41.497122019733624
952,secondary,33.65175273946081
953,secondary,39.78762463026613
954,secondary,77.33747413913134
955,-1,-1.0
956,-1,-1.0
957,tertiary,45.44076127426453
958,service,41.39629361144093
959,service,39.05509382538103
960,service,35.60905476919114
961,service,36.051742616536764
962,-1,-1.0
963,tertiary,28.834913972648756
964,tertiary,41.040319006841976
965,tertiary,37.840147005778995
966,tertiary,40.91513526312802
967,-1,-1.0
968,service,41.362869766255166
969,service,32.10987509212065
970,service,20.927121492428117
971,service,36.54897600606471
972,residential,37.217728031949065
973,residential,33.94226115704431
974,residential,31.392256771841666
975,residential,33.96330876663353
976,residential,30.795419345226616
977,residential,25.922590193008425
978,residential,26.508928120188575
979,residential,38.3144327014622
980,residential,35.439037000746644
981,residential,34.74003489450427
982,residential,34.65675026535387
983,residential,35.94256784938333
984,residential,36.302116178146065
985,residential,36.2533455322103
986,residential,35.18292511245508
987,residential,34.307165309971644
988,residential,33.05553477777141
989,residential,37.38866587637892
990,residential,40.65365600714358
991,residential,46.87683137330161
992,residential,44.375998530059235
993,residential,41.6826643360275
994,residential,36.54218732464956
995,residential,33.38451873842036
996,residential,33.02380356015316
997,-1,-1.0
998,residential,26.964941605174506
999,residential,31.542235912745618
1000,residential,37.946167820351725
1001,residential,28.80203048661287
1002,residential,32.75705798838318
1003,residential,39.027203427459625
1004,-1,-1.0
1005,service,23.32344821170975
1006,service,36.07462830672831
1007,service,32.88132388900884
1008,secondary,45.77624869726097
1009,service,42.077765759573445
1010,residential,38.789835257004384
1011,residential,39.34636073618182
1012,residential,27.184893423777808
1013,residential,42.5842672394043
1014,residential,45.526600430116666
1015,residential,46.08658522122105
1016,residential,41.60410840195196
1017,residential,41.46258209559858
1018,residential,39.37537804193314
1019,residential,37.34444693863604
1020,residential,38.555380565103796
1021,residential,37.86377189984335
1022,tertiary,39.846625959862905
1023,tertiary,30.889640597065984
1024,service,40.614032717363784
1025,tertiary,52.5952820361193
1026,-1,-1.0
1027,-1,-1.0
1028,service,36.75037536523774
1029,tertiary,53.707560368201335
1030,tertiary,49.07192189098893
1031,tertiary,36.100598098353466
1032,tertiary,41.34198981008888
1034,-1,-1.0
1035,-1,-1.0
1036,secondary,28.234591182954357
1037,secondary,33.11864601354988
1038,secondary,22.87673974192488
1039,secondary,32.044147913853244
1040,secondary,37.76767140032753
1041,secondary,51.85612410252679
1042,-1,-1.0
1043,secondary,33.4803629371121
1044,secondary,25.27155141034667
1045,service,36.1425417633027
1046,secondary,41.8470461510638
1047,secondary,53.932604896893224
1048,secondary,34.20123119050791
1049,residential,37.50596191218062
1050,residential,35.36872782884792
1051,residential,39.156816176260484
1052,residential,43.3866538412943
1053,residential,41.962742074120044
1054,residential,43.48993481461037
1055,residential,39.28608835170765
1056,residential,35.08393425244942
1057,residential,41.26371331089837
1058,residential,38.135941930009174
1059,residential,39.6074718645678
1060,residential,48.02448509064041
1061,residential,30.811293680833472
1062,-1,-1.0
1063,primary,40.35232806709017
1064,primary,44.10236301136973
1065,primary,23.02407517113096
1066,primary,25.744891350205837
1067,primary,44.57972052132017
1068,residential,136.60921713087347
1069,residential,160.5967491911193
1070,primary,64.65541722383206
1071,primary,43.487458450591745
1072,primary,31.972641685097525
1073,service,49.85958841408032
1074,residential,41.267807329178964
1075,residential,32.12554008856687
1076,residential,34.964405797346124
1077,residential,39.61244666514823
1078,residential,43.940487597903825
1079,residential,34.86369482106155
1080,-1,-1.0
1081,-1,-1.0
1082,residential,154.1016975019145
1083,-1,-1.0
1084,residential,36.1687292883129
1085,residential,35.93093621812642
1086,residential,37.400831120659994
1087,residential,37.739515918231035
1088,residential,37.071126271479024
1089,-1,-1.0
1090,-1,-1.0
1091,-1,-1.0
1092,-1,-1.0
1093,-1,-1.0
1094,-1,-1.0
1095,-1,-1.0
1096,residential,32.049920456359324
1097,residential,34.32022147819516
1098,residential,31.944647923772088
1099,residential,37.04872786878154
1100,residential,34.36463229709688
1101,residential,34.1313512810252
1102,residential,34.95379887303644
1103,residential,36.75050807418272
1104,service,21.91621969734718
1105,service,31.324035553025926
1106,-1,-1.0
1107,service,31.783501619082017
1108,service,28.39516360649622
1109,residential,27.268292138375973
1110,service,36.17691330557195
1111,service,33.577793197900874
1112,-1,-1.0
1113,service,37.65044166858079
1114,residential,38.568680433348995
1115,residential,50.88068671440067
1116,residential,38.05114309848944
1117,tertiary,32.24704765720537
1118,tertiary,35.46690885739563
1119,tertiary,39.77642194019628
1120,tertiary,39.20147176997122
1121,-1,-1.0
1122,-1,-1.0
1123,-1,-1.0
1124,tertiary,37.722882862575105
1125,tertiary,33.22454774510988
1126,tertiary,31.48115025381898
1127,tertiary,33.01549722432851
1128,tertiary,34.1470508357647
1129,tertiary,43.7317599118773
1130,tertiary,44.30180372137892
1131,tertiary,27.41478964062705
1132,tertiary,26.27948637499533
1133,tertiary,16.71917251383075
1134,tertiary,34.154612956837575
1135,tertiary,23.57175510111144
1136,tertiary,37.03545573137382
1137,-1,-1.0
1138,service,34.395098336375916
1139,tertiary,31.02705179127877
1140,service,29.49334171368446
1141,tertiary,31.739552641539404
1142,-1,-1.0
1143,-1,-1.0
1144,tertiary,42.44697736499308
1145,tertiary,35.67164684066963
1146,tertiary,27.463675682948328
1147,tertiary,40.02162338091453
1148,tertiary,42.513039429506165
1149,-1,-1.0
1150,-1,-1.0
1151,-1,-1.0
1152,-1,-1.0
1153,tertiary,45.17333201499966
1154,tertiary,41.97871421059326
1155,tertiary,37.840147005778995
1156,tertiary,42.13652428704969
1157,-1,-1.0
1158,residential,31.081572480466612
1159,residential,26.340041698645717
1160,residential,27.086599694418165
1161,residential,26.4852422534661
1162,residential,31.027206866457604
1163,residential,33.073189431114244
1164,residential,35.070125379765756
1166,residential,36.92129840939149
1167,residential,37.56379994628723
1168,residential,35.82176643942776
1169,residential,35.93156665700255
1170,residential,41.66738035641315
1171,residential,36.952749097938906
1172,residential,33.95943634511102
1173,residential,33.038865464171586
1174,residential,33.35133845764627
1175,residential,32.119486086553806
1176,residential,33.035252455518325
1177,residential,36.58572545676285
1178,residential,32.9512243213432
1179,residential,28.51211174861458
1180,residential,32.794918999169084
1181,residential,34.21481473370058
1182,residential,39.41058184942185
1183,residential,33.02847591669327
1184,residential,31.725867234699624
1185,residential,31.422125189199733
1186,residential,30.56349268404714
1187,residential,39.48195087427003
1188,residential,47.70912216356145
1189,residential,37.40707232638377
1190,residential,36.589777958916095
1191,residential,34.615782622870505
1192,residential,35.94151797452346
1193,residential,35.52226486645909
1194,service,32.85226521332358
1195,residential,24.93700342235538
1196,residential,34.08424482669797
1197,residential,33.148384545162806
1198,residential,37.44707407406763
1199,residential,39.142013396105405
1200,residential,35.87092474413158
1201,-1,-1.0
1202,residential,28.186790486908066
1203,residential,24.141778974766414
1204,residential,34.218321604208384
1205,residential,31.35255992156643
1206,residential,38.524526036685224
1207,residential,44.09358448740968
1208,residential,40.44680193132654
1209,residential,31.963857547264983
