label_id,street_edge_id
1571,131112
10962,303268
1533,151247
1629,239832
1550,171670
1537,171672
26771,191745
26778,191745
26780,191745
26782,191745
26783,191745
26785,191745
1544,171672
1545,171672
1546,171672
1547,171670
1548,171670
1549,171670
1551,151248
1552,151248
1553,171672
1554,151248
1555,151248
1556,151248
1557,151248
1558,151248
1559,151248
1560,151248
1561,151248
1563,235934
1564,235934
1565,235934
1566,151250
1567,235933
1568,235933
1569,151248
26792,191745
1572,131112
1562,151248
1573,131112
1574,131112
1575,131112
1577,131112
1578,242998
1579,242998
1580,131112
1582,131112
1583,131112
1584,131112
1585,131112
1586,131112
1587,131112
1588,131112
1589,131112
1590,131112
1592,131112
1593,292446
1591,131112
1596,131112
1598,331320
1599,331320
1600,331320
1601,331320
1602,331320
1630,239832
1631,236339
1632,236339
1603,331320
1634,236339
1604,331320
1606,177836
1607,267495
1608,267495
1609,267490
1610,267488
1611,267488
1612,239834
1613,99952
1614,99952
1615,239833
1616,239833
1617,239833
1618,239833
1576,131112
26772,191745
1581,131112
1605,267490
10963,303268
26775,191745
1622,171367
1623,171367
1672,74277
1626,239832
1627,171356
1635,210577
1636,223766
1637,161801
1638,236339
1640,161801
1641,161801
1642,161801
1662,74277
1644,161801
1647,161801
1648,161801
1646,161801
1650,269492
1651,269491
1653,269491
1663,74276
1655,331320
1656,331320
1657,331320
1658,331320
1659,331320
1660,331320
1664,87196
1665,74276
1666,74276
1667,87196
1668,74277
1661,331320
1678,74277
1670,74277
1671,74277
1673,74277
1675,74277
1676,74277
1677,74277
1679,74277
26773,191745
1621,171367
10964,303267
1645,161801
1625,239832
1674,74277
26774,191745
1681,74277
1682,74277
1683,74277
1684,74277
1686,74277
1687,74277
1689,331320
1690,331320
1692,331320
1691,331320
1693,331320
1694,331320
1695,331320
1698,171665
1701,171664
1696,171665
1697,171665
1705,171664
1704,171664
1709,171665
1711,171665
1685,74277
1712,171665
1713,322627
10970,117369
1714,331320
1795,133400
1716,331320
1718,331320
1719,331320
1720,331320
1721,331320
1722,331320
1798,265316
1724,331320
1799,133400
1725,331320
1723,331320
1726,331320
26776,191745
1706,171664
1794,133400
1710,171665
1796,133400
1688,74277
1797,133400
1700,171665
1702,171664
1800,265316
10965,303267
26781,191745
1801,238294
1730,217652
1802,143274
1731,130781
1804,143274
1851,97735
1727,331320
1807,329085
1808,143275
1734,164610
1735,164610
1736,199797
1737,199797
1740,170016
1741,170016
1742,170017
1745,170016
1809,99953
1746,111613
1749,143275
1750,143275
1751,143275
1810,143275
1811,97735
1753,115905
1806,329085
1755,111613
1761,111612
1762,111612
1764,265316
1765,265315
10971,117369
1744,170017
1733,164609
1759,186922
1732,199797
1757,111613
1803,143274
1728,217652
1738,164609
1763,111612
1758,111613
10966,114633
1748,115905
1729,217652
1760,111612
26777,191745
26786,191745
26790,191745
1766,265315
1767,243002
1768,243002
1769,265303
1770,243002
1772,243002
1773,243002
1775,243002
1776,243002
1777,243002
1778,243002
1779,243002
1780,243001
1783,243001
26779,191745
1785,177827
1786,177827
1771,243002
1788,329085
1790,238295
1816,143276
1781,243001
1852,98471
1820,241828
1821,241828
1822,241828
1814,97735
1823,97735
1825,143276
1826,171368
1824,97735
1829,171369
1831,97735
1832,97735
1834,144714
10969,114633
10972,117369
1853,97742
1830,143276
1817,241828
1815,99952
10968,114633
1827,97735
1818,143276
1782,243001
1774,243002
1813,99952
1812,143275
26784,191745
1836,171368
1838,171368
1837,97735
1839,171367
1840,97735
1842,171964
1843,121941
1841,97735
1847,171964
1846,97735
1854,97742
1855,97735
1856,97742
1857,97742
26787,191745
1859,97742
1860,97742
1861,97742
1862,177846
1868,177846
1864,177849
1865,177849
1863,97742
1866,97742
1867,177849
1870,97743
1871,97743
1872,97740
1873,97740
1876,97741
1877,177491
1879,97741
1880,112887
1881,112886
1882,112886
1884,112887
1885,121948
1887,121948
1888,121948
1889,133570
1890,133570
1892,133571
10973,117369
1878,177495
1875,97740
1845,121941
1874,177495
1893,121949
1894,121949
1895,131935
1896,131936
1897,131936
1898,121946
1900,121946
1901,131936
1902,131935
1905,117369
1907,131935
1906,131934
1912,171974
1913,171974
1910,123032
2001,109460
2002,109460
2003,109460
1916,331320
2004,109460
2005,109460
1917,331320
1918,331320
1919,331320
1921,331320
2006,109460
2007,109460
2012,235924
2013,109458
2014,109458
2015,109458
10974,117369
2017,109458
1929,177844
1923,331320
1924,229909
2019,109458
1927,177844
26788,191745
1925,229909
2055,133408
1899,121946
1904,131934
2010,109460
1926,229909
1909,117369
1911,171975
2008,235923
2011,235924
1928,265299
1930,265299
1931,265299
1932,177844
1935,177844
2020,109458
1940,177841
1941,177841
10975,117369
2021,177829
1946,331320
1947,331320
1948,331320
1949,331320
1950,331320
2022,109457
1951,331320
2023,109457
2024,109457
1952,331320
2025,109457
1953,251076
1955,97741
1956,290343
1957,97741
1958,290339
2026,177828
1961,290343
10977,131934
1959,97736
1963,133401
1964,133401
1965,133407
1967,133407
1968,133407
1970,133401
1934,177844
26789,191745
10995,121949
1960,290339
1972,98466
1937,267493
1974,98466
1969,133401
10978,131935
1962,97736
1971,98466
1966,133407
1933,267405
26793,191745
1975,109462
1976,109459
1977,98466
1978,98467
1979,98467
2029,177828
2032,133402
2057,147532
10976,131934
1987,109461
1988,109461
1990,109461
1991,109459
1993,161875
1994,109461
1995,109461
1997,109461
1998,109461
1999,191280
2000,109461
10979,131935
2036,133402
2037,133408
2040,133408
26791,191745
2078,267491
2044,147532
2045,265321
2046,265321
2049,265321
2060,133408
2061,133408
2058,147532
10987,131935
10988,121949
10989,131935
10990,131935
2031,133402
2039,133408
1989,109461
1986,109459
2042,265319
2033,133402
2030,133402
2043,147532
1983,109459
10985,121949
26794,191745
26795,191745
2051,265319
2052,147532
2053,147532
2054,133408
2088,267502
2067,133409
2069,133409
2070,133409
2072,331272
2074,331270
10991,121949
2082,267491
2086,267502
2087,267502
2090,267500
2062,133409
2092,267500
2094,267500
2095,267500
2097,250756
2099,250756
2100,267501
2103,250756
2104,131112
2105,131112
2107,131114
2109,131114
2110,131114
2111,131112
2113,131112
2124,147531
2063,147532
2073,267491
2106,131112
2093,267500
10980,117369
2089,267502
10992,121949
2083,267502
2096,265360
2081,267491
2102,250756
2108,131114
26796,191745
26797,191745
26798,191745
26799,191745
26800,191745
26801,191745
2137,267495
2143,242997
2144,242997
10993,121949
2148,131114
2114,131112
10982,131935
2116,131112
2117,131112
2118,242998
2120,242998
2121,147531
2122,147531
10994,121949
2126,147531
2127,147531
2128,147531
2151,131114
2101,250756
2135,267495
2136,267495
2138,267495
26802,331320
2146,131113
2149,131114
2152,131113
2154,131113
2155,131113
2159,241837
2160,241837
2119,242998
2130,177836
2134,267490
26811,331320
2145,242997
2150,131114
2156,265320
2157,241837
2158,241837
2162,171664
26812,331320
26813,261502
26814,261502
26815,261300
26817,331320
26821,331320
26830,241996
26825,241996
26824,120212
2164,171664
2165,171664
2166,171664
2167,171664
2168,171664
2169,171664
2170,171664
2171,171664
2173,171664
2174,171664
2266,133409
2199,171671
2178,171665
2179,331271
26803,331320
2194,171669
2184,171665
2185,171665
2187,171669
2188,171669
10986,121949
2192,171669
2186,250755
2195,171669
2196,171669
2298,251076
2200,171671
2269,161875
2270,133407
2191,171669
2163,171664
26804,331320
2205,171671
26805,331320
26816,261300
26818,331320
26820,331320
26823,331320
26826,241996
2209,161889
2243,177489
2211,131114
2212,131114
2214,171664
2215,171664
11007,121948
2218,161890
2219,161890
2220,161890
2234,171663
2217,235932
2240,174312
2225,171670
2274,98470
2227,171670
2226,171670
2228,151247
2229,171672
2230,171672
2231,171672
2272,133407
11004,133570
2238,174311
2239,174312
10996,121949
2242,174312
2271,133407
2275,229909
2245,174311
2246,267497
2247,267497
2248,267497
2249,177841
2250,177844
26806,331320
26807,331320
2254,177844
26809,331320
26819,331320
26827,241996
2256,177852
2255,219208
2257,177852
2258,219209
2259,177841
2260,177841
2261,219208
2263,133409
2264,133409
2265,133409
2277,229909
2278,229911
2280,229911
2299,251076
2283,98468
2285,120360
2286,120359
2288,221183
2300,251076
2302,251076
26808,331320
2291,208700
2292,277130
2303,251076
2304,251076
2308,207821
2315,131112
2317,131112
2309,207821
2313,131112
2319,131112
2321,131112
11002,121948
2297,251076
2306,251076
26822,331320
2293,277130
2305,251076
2295,251076
2279,229911
2287,221183
2294,277130
10997,121949
2301,251076
2281,277130
2282,251076
26828,241996
2318,131112
2328,131112
2329,242998
2333,171671
2334,171671
10998,121949
2335,171671
2336,242996
2339,171669
2338,171669
2341,171669
2342,171669
2343,171669
2349,242996
2351,171666
2353,177506
2354,97742
2355,97742
2358,331320
2359,331320
2360,331320
2361,331320
2362,331320
2365,221236
2367,142130
2369,142130
2370,142130
2371,221236
2372,139479
2373,139479
2376,142130
2379,142130
2380,142130
2381,142130
2378,142130
2382,119864
2383,130780
2384,119865
2385,119864
2348,171669
2363,139478
2352,177506
2368,142130
2364,221236
2374,142130
2375,142130
2366,221236
26810,331320
2386,273955
2390,281745
2391,281745
2393,281745
2396,298298
2400,298298
2402,164589
2403,164589
2404,164590
2405,164589
2406,164589
2407,164589
2408,164589
2409,164589
2410,164589
2411,164589
2412,164589
2413,164589
2414,164589
2415,265616
2417,217659
2388,298298
2419,217659
2423,217659
2424,217659
2426,229907
2153,131113
2488,65686
2431,267499
2432,267491
2433,267491
2435,267491
2437,267499
2438,267499
2422,217659
2387,298298
2399,164590
2436,267491
11001,133571
10999,121949
2398,164590
2420,217659
2389,298298
2395,281745
2421,217659
26829,241996
2416,217659
2440,331270
2441,130780
2442,130780
2443,130780
2444,130780
2490,65686
2447,130780
2446,130780
2448,130780
11000,133571
2450,164590
2451,164590
2453,130781
2454,217652
2455,130781
2456,217652
2457,217652
2459,217652
2460,186921
2491,65686
2461,164590
2462,164590
2463,331320
2464,331320
2465,331320
2466,331320
2467,331320
2468,331320
2493,68092
2496,65689
2470,331320
2498,131113
2500,131114
2473,73657
2503,131113
2476,277169
2474,277169
2494,65689
2475,73657
2501,131114
2452,130781
2497,65689
2499,131114
2472,277321
2458,186921
2445,130780
11005,133570
2502,131114
26831,331320
26835,331320
26834,331320
2505,131113
2479,277321
2480,208716
2481,277326
2482,74572
2483,65686
2511,331272
2536,331320
2516,147532
2522,147532
2523,147532
2524,147532
2525,147532
2526,147532
2527,147532
2528,147532
2530,147532
2532,147532
2537,331320
2548,95760
2533,331320
2549,95760
2538,331320
2508,331272
2539,331320
2540,258038
2542,119770
2543,119770
2544,119769
2545,258037
2515,147532
2478,277321
2520,147532
2477,277321
2506,131113
2529,65689
2512,331272
11003,121948
2507,331272
2531,65689
2518,147532
2484,65686
2519,147532
2486,73658
2514,147532
2487,73657
2485,65686
26832,331320
26837,331320
2546,95761
2551,95760
2552,95760
2553,95760
2554,95760
2555,147532
2556,147532
2557,147532
2559,265321
2560,265319
2561,265319
2562,265319
2563,265319
2566,265319
2569,331320
2568,331320
2571,331320
2570,331320
2572,331320
2573,331320
2574,136458
2575,136458
2576,167009
2582,136457
2579,136458
2584,167009
2581,167011
2587,136458
2659,177850
2661,177850
2589,331320
2662,177849
2663,177849
