label_id,distance_to_intersection
85055,59.130698921056165
85057,0.0
85059,37.12117500831684
85060,33.83250112834302
85062,46.32462331106273
85068,50.76947377668937
85070,32.526301177508564
85099,0.8667022815011967
85100,9.616595113152151
85155,41.10079462676173
85171,51.18892367457788
85172,47.848819635588775
85193,0.0
85175,0.0
85188,0.0
85194,0.0
85204,0.0
85210,0.0
85215,0.0
85217,0.0
85218,25.061787664010836
85242,37.13792957898204
85245,0.0
85334,39.19917090189857
85336,36.4679402992866
85345,39.28869441154499
85350,0.0
85351,41.072592792942096
85359,42.31517333671797
85414,0.0
85424,14.99730227298862
85425,29.506629476927316
85427,24.381578789918684
85428,29.06187661244189
85433,60.48809707177286
85455,23.861578477044542
85435,38.788803530987394
85439,44.046472812891984
85569,28.49186984678777
85579,26.12530793625839
85580,30.43607208514644
85581,0.0
85589,0.0
85591,26.263211084550246
85617,0.0
85620,23.901352559105042
85595,11.104018812732223
85598,0.0
85599,0.0
85601,33.335579449323774
85605,0.0
85607,35.25367474443675
85608,0.0
85609,31.32419455162128
85613,42.86167441982461
85673,38.2212994116598
85696,35.24804924178359
85698,73.74145431369283
85701,15.552265955618902
85702,52.382711634773536
85703,44.6336495346022
85714,29.972670128784678
85723,32.505941277790285
85729,29.43025485233388
85730,26.050436810153066
85832,23.593669669042608
85841,32.94753410795224
85842,31.60801891990409
85844,33.337158794090584
85849,28.66721007799781
85871,30.387523488975333
85882,78.13803649115155
85888,17.14932202280082
85991,13.783144519076671
85995,30.423229929970724
85996,36.30276492566276
85997,28.48335041232228
85998,22.123935273489824
86003,27.50347654319057
86013,26.404655186945835
86014,33.073049780399764
86015,32.04958606778326
86017,33.35122990489755
86025,29.011786561164115
86028,31.13541686319064
86022,0.0
86029,31.94006019500951
86148,0.0
86141,25.43918237524867
86142,25.551404144666247
86162,40.52497213617675
86169,35.054898479544576
86171,61.558499201051916
86173,21.582731829770367
86179,33.116583469206276
86189,18.184894938654764
86190,62.98304458331588
86309,59.267424832035786
86313,44.412683574015205
86316,32.24596096669568
86317,44.93085507688717
86318,29.5234217017576
86319,30.813744972821077
86323,0.0
86326,0.0
86327,22.023330768512672
86328,47.29058758074562
86330,25.51904810345989
86461,19.931194801143327
86473,35.293885962845714
86474,35.293885962845714
86478,61.34841217006354
86479,40.8362273921112
86480,31.447967753084942
86488,0.0
86493,0.0
86499,0.0
86500,0.0
86502,38.15902750058628
86609,35.66929086222634
86615,0.0
86600,0.0
86602,0.0
86611,0.0
86624,51.952626342562255
86629,0.0
86640,0.0
86643,0.0
86647,0.0
86657,0.0
86660,0.0
86767,45.60909757512851
86768,25.859170897895787
86769,0.0
86778,0.0
86788,0.0
86795,0.0
86796,0.0
86797,0.0
86798,0.0
86808,44.179410754963364
86810,0.0
86926,0.0
86930,0.0
86937,0.0
86940,0.0
86943,41.831394495470235
86950,0.0
86953,29.07480703981806
86955,38.33268942698959
86957,0.0
86959,31.340596972112337
86962,27.114174926065072
86968,30.338689091957917
86969,30.64671863961849
86970,26.451159756949885
87080,34.42953106926322
87082,20.304607424523407
87083,5.2164952430238545
87087,125.3572195883773
87088,127.67680875718747
87104,41.87697468832235
87119,20.032893430193905
87113,33.65111369770406
87124,240.29269258495128
87235,38.91892183830795
87237,33.8540742570999
87242,29.285429877329772
87247,33.54125977414803
87253,47.27378909240509
87266,45.83763077748756
87272,33.91656559513626
87274,31.657723543355136
87284,0.0
87390,20.06079207629506
87398,0.0
87402,29.54022597372306
87405,36.0188832546195
87406,0.0
87409,0.0
87416,26.46621543050284
87421,28.83629366067496
87426,38.97062279140226
87442,38.806031661703905
87443,42.85590181983714
87427,43.415375139555195
87429,36.354225404317525
87432,55.200418575125326
87553,39.453280307663334
87555,36.12807010528508
87557,31.0960437666512
87559,30.240176016280547
87562,28.924039256387278
87565,45.67207101678988
87570,26.883085572338455
87573,25.248907137321027
87576,18.098809481123688
87590,27.455441449720695
87591,25.88221503044972
87593,28.581696815800786
87594,34.32815640452926
87718,16.123236138494757
87719,25.09134029069249
87722,43.268526202274366
87727,42.7243998349723
87733,0.0
87741,48.750344480243065
87746,0.0
87747,33.32721975896213
87869,29.849614150050154
87872,27.86907972262695
87876,41.57923236497507
87877,44.2104506679338
87879,28.039201774601068
87881,29.234247088271292
87884,60.82258998949614
88011,27.03532714029542
88016,0.0
88030,30.62728386573523
88036,40.55616192245643
88039,15.386169184142744
88045,22.479770699256136
88047,43.37732765232021
88053,37.79229656000802
88057,25.468407091578666
88062,43.98583524881158
88170,32.297504160481814
88172,31.808617240630475
88173,25.80464297748047
88181,26.817394445486983
88189,29.53360140326433
88205,43.99476665926264
88213,57.52078649020074
88215,0.0
88274,37.874156796224405
88276,0.0
88277,0.0
88281,48.91340524989684
88284,28.241177043423157
88285,80.7028698024501
88286,30.751393642785132
88291,3.3801759228271364
88293,29.318869166463152
88294,21.00218322258908
88300,29.83091563027731
88302,37.09825795747377
88304,47.161499335737886
88306,0.0
88308,0.0
88309,0.0
88324,40.87566069112139
88436,30.801435706981103
88432,32.364662103714785
88447,0.0
88440,316.76911565213993
88449,0.0
88451,23.50294608769271
88452,0.0
88460,41.846293260645226
88461,43.69710999979269
88462,36.83928115133697
88471,33.16549121880464
88473,22.965762012766202
88474,43.55958482952385
88476,0.0
88478,0.0
88586,353.010805879881
88615,0.0
88622,29.2442710024023
88623,35.21704501239619
88632,0.0
88757,0.0
88765,0.0
88772,0.0
88767,0.0
88773,0.0
88783,27.826634289130173
88785,18.371372716688242
88899,26.754555646789836
88917,79.57352504948548
88921,0.0
88913,36.4612841592468
88923,114.72595833433112
88902,56.4175913149714
88912,64.86780249251194
88914,32.45067711829124
88920,37.40377037621507
88935,0.0
88936,26.45629374593569
88938,13.2086141254967
88941,0.0
88942,26.45629374593569
88943,27.615956738048236
88944,21.317871643839254
88947,11.697983025569728
89042,0.0
89054,0.0
89074,0.0
88987,0.0
88998,0.0
89000,0.0
89038,24.94058593896154
89091,0.0
89101,30.802555717219175
89103,37.08467810251106
89212,37.97734856351197
89217,35.02472486312385
89225,0.0
89226,0.0
89228,35.59150971267394
89229,42.795688442817855
89231,23.868542934678512
89232,30.11053427519141
89233,0.0
89240,18.1117271519262
89248,34.8141882381899
89254,20.474523409312514
89255,18.108528627510303
89267,33.45080514868641
89366,40.13444196661513
89370,39.94419193818256
89373,36.29899743313947
89376,19.528926883560324
89379,40.504727787735156
89381,82.16304739005709
89385,30.44821731870299
89390,53.36352102705794
89392,34.22361021718748
89393,29.434459449636297
89405,0.0
89407,29.841873838171615
89440,32.68683823981164
89504,0.0
89509,0.0
89524,31.044519910947944
89540,0.0
89549,0.0
89554,21.850424184518534
89556,46.587173763008614
89558,0.0
89561,0.0
89567,39.19260198235063
89570,39.69622615918373
89571,40.386215616488016
89679,31.957242230773584
89680,23.994023359595687
89681,77.63284414843379
89682,0.0
89684,27.609583235874737
89685,31.657923634129425
89687,0.0
89689,0.0
89691,48.0535694953199
89694,22.25057728039078
89701,0.0
89703,0.0
89707,167.31205455180475
89709,179.82725186367165
89716,0.0
