label_id,cluster_id,clustered,cluster_label_count
661,90020,1,3
662,88177,1,2
663,89802,1,2
664,90404,1,3
665,95486,1,3
666,95329,0,1
667,121928,0,1
668,145247,0,1
669,124592,0,1
670,140184,0,1
671,140645,0,1
672,121132,0,1
673,138603,0,1
674,123092,0,1
675,138599,0,1
676,144944,0,1
677,111973,0,1
678,114161,1,2
679,122845,0,1
680,145707,0,1
681,137937,0,1
682,145052,0,1
683,142007,0,1
684,144067,0,1
685,141213,0,1
686,144022,0,1
687,144216,0,1
688,144061,0,1
689,133640,0,1
690,137941,0,1
691,145222,0,1
692,140082,0,1
693,144074,0,1
694,137931,0,1
695,140229,0,1
697,118018,0,1
698,116765,1,2
699,114017,1,2
700,119825,1,2
701,119781,0,1
702,110985,1,3
703,117602,1,3
704,113133,1,2
705,143956,0,1
706,135077,0,1
707,130633,0,1
708,143498,0,1
710,135087,0,1
711,98512,1,2
712,103809,1,2
713,143452,1,2
714,91539,1,2
715,97579,1,2
716,124726,0,1
717,126187,1,3
718,127050,1,2
719,122500,0,1
720,126170,1,2
721,121084,0,1
722,131669,0,1
723,127042,1,2
724,126181,0,1
725,125909,0,1
726,121624,1,2
727,121188,0,1
728,123488,0,1
729,122519,0,1
730,127676,0,1
731,127433,0,1
732,122598,0,1
733,125901,0,1
734,102583,1,2
735,103752,1,2
736,102053,0,1
737,100640,0,1
738,105957,0,1
739,100633,1,2
740,140992,0,1
741,108102,1,2
742,101025,1,2
743,102035,1,3
744,92497,1,3
745,107735,1,2
746,107616,1,2
747,108831,0,1
748,104607,0,1
749,130786,0,1
750,131421,0,1
751,139156,0,1
752,103619,0,1
753,108853,0,1
754,108700,1,3
755,104712,0,1
756,101661,1,3
757,89065,1,3
758,102944,1,3
759,157071,1,3
760,153201,0,1
761,153169,1,4
762,162378,1,4
763,153180,1,5
764,148080,1,3
765,160884,1,4
766,164848,0,1
767,150009,1,3
768,171364,0,1
777,101657,0,1
778,102775,0,1
779,107718,0,1
780,107584,0,1
781,107948,0,1
782,92629,0,1
784,104311,0,1
785,92590,0,1
786,108638,1,2
787,108813,1,2
788,108673,1,2
789,102766,1,2
790,108783,0,1
791,108123,0,1
792,108127,0,1
793,108792,0,1
794,13592,1,3
796,23609,0,1
797,29437,0,1
798,13612,1,2
799,47403,0,1
800,30502,0,1
801,18320,1,4
802,29393,0,1
803,13148,1,4
804,18923,0,1
805,29450,0,1
806,13142,1,3
808,38923,1,2
809,19547,1,3
811,90851,1,3
814,88215,1,3
815,108892,0,1
816,100627,1,3
817,109284,0,1
818,106078,0,1
819,145219,0,1
820,141709,0,1
821,141890,0,1
822,141394,0,1
823,140211,0,1
824,133696,0,1
825,141053,0,1
826,139269,0,1
827,132785,0,1
828,103489,1,2
829,108634,1,4
830,105693,0,1
831,104380,0,1
832,100976,1,2
833,108070,1,2
834,161462,0,1
835,151703,0,1
836,164480,0,1
837,189734,0,1
838,194585,0,1
839,197548,0,1
840,165625,0,1
841,162496,0,1
842,196076,0,1
843,193993,0,1
845,189135,0,1
846,193072,0,1
847,194617,0,1
848,197226,0,1
849,196709,0,1
850,193984,0,1
851,193035,0,1
852,193521,0,1
853,189819,0,1
854,155416,0,1
855,167810,0,1
856,194601,0,1
857,196173,0,1
858,155175,0,1
859,158104,0,1
860,192865,0,1
861,193514,0,1
862,161200,0,1
863,159447,0,1
864,195456,0,1
865,197118,0,1
866,164737,0,1
867,163042,0,1
868,192841,0,1
869,192844,0,1
870,189373,0,1
871,196704,0,1
872,155161,0,1
873,164152,0,1
875,193531,0,1
876,192870,0,1
877,192361,0,1
878,197315,0,1
879,195681,0,1
880,168520,0,1
881,166056,0,1
882,155165,0,1
884,188346,0,1
885,174040,0,1
886,160796,0,1
887,190825,0,1
888,150832,0,1
889,188634,0,1
890,152582,0,1
891,175585,0,1
892,162701,0,1
893,175772,0,1
894,174319,1,3
895,171134,1,2
896,167091,1,2
897,167621,1,2
898,167967,1,2
899,162694,1,4
900,151645,0,1
901,173907,0,1
902,187997,0,1
903,151990,0,1
904,159154,0,1
905,190391,0,1
906,191192,0,1
907,172352,0,1
908,163854,1,2
909,156286,1,2
910,167433,1,3
911,167339,1,3
912,152062,1,3
913,163846,0,1
914,189795,0,1
915,189669,0,1
916,163839,1,2
917,151024,1,2
918,189089,0,1
919,190438,0,1
920,190139,0,1
921,165661,1,2
922,187370,0,1
923,163863,1,2
924,167815,0,1
925,174014,1,2
926,175616,0,1
927,156741,0,1
940,62037,1,2
941,59384,1,2
942,66090,1,2
943,63596,1,2
944,59765,1,3
945,58501,1,2
946,63594,0,1
947,82371,0,1
948,81551,0,1
949,67880,1,2
950,67982,1,3
951,72280,1,2
952,68375,1,4
953,82774,0,1
954,61327,1,3
955,68938,1,2
956,66698,1,3
957,64601,1,2
958,60744,0,1
966,60116,1,3
967,61607,0,1
968,71995,0,1
969,59880,0,1
970,61766,0,1
971,85014,0,1
972,84441,0,1
974,82189,0,1
975,59850,1,2
976,60283,1,3
977,58610,1,2
978,67323,1,2
979,66241,1,3
981,25383,1,2
982,20277,1,3
983,21363,1,2
984,46751,0,1
985,54476,1,2
986,46260,0,1
987,23581,1,3
988,26175,1,2
989,27786,1,3
990,30106,1,3
991,20870,1,3
992,20262,0,1
993,20935,0,1
994,22883,0,1
995,31957,1,2
996,26149,0,1
997,20954,1,3
998,20891,0,1
999,30430,0,1
1000,24298,1,3
1001,27155,1,2
1002,26437,1,2
1003,46380,0,1
1011,7964,1,2
1012,29456,0,1
1013,52780,1,2
1014,48940,0,1
1015,51064,0,1
1016,46103,0,1
1017,21469,1,2
1020,50199,0,1
1021,48931,0,1
1022,51735,0,1
1023,53832,0,1
1024,6997,1,2
1025,3733,1,3
1026,5651,1,3
1027,16429,1,3
1028,16506,1,3
1029,3724,1,3
1030,6218,1,3
1031,6578,1,3
1032,51306,0,1
1034,48764,0,1
1035,68792,1,4
1036,67254,1,3
1037,68115,1,3
1038,68837,1,2
1039,67859,1,3
1040,84859,0,1
1041,85212,0,1
1042,67791,1,4
1043,84167,0,1
1044,70912,1,3
1045,70160,1,4
1046,85848,0,1
1047,83502,0,1
1048,83796,0,1
1049,83234,0,1
1050,84737,0,1
1051,85455,0,1
1052,85186,0,1
1053,83841,0,1
1054,85196,0,1
1055,85989,0,1
1056,84937,0,1
1057,84417,0,1
1058,85336,0,1
1059,85731,0,1
1060,70178,1,2
1061,69730,1,2
1062,84952,0,1
1063,84191,0,1
1064,83268,0,1
1065,69790,1,2
1066,70561,1,2
1067,56859,1,3
1068,57254,1,4
1069,69394,1,2
1070,72259,1,3
1071,71970,1,3
1072,64038,1,2
1073,80608,0,1
1074,82283,0,1
1075,84648,0,1
1076,85684,0,1
1077,85550,0,1
1078,84304,0,1
1079,85614,0,1
1080,83749,0,1
1081,83201,0,1
1082,83808,0,1
1083,83562,0,1
1084,83099,0,1
1085,83483,0,1
1086,81420,0,1
1087,83466,0,1
1088,61642,1,3
1089,69592,1,2
1090,66994,0,1
1091,67498,1,2
1092,67470,0,1
1093,67475,1,2
1094,67194,1,3
1095,85370,0,1
1096,67458,1,3
1097,70767,1,3
1098,70066,0,1
1099,78965,0,1
1100,79286,0,1
1101,78969,0,1
1102,74075,0,1
1103,74030,0,1
1104,72477,0,1
1105,77330,0,1
1106,76055,0,1
1107,74897,0,1
1108,75207,0,1
1109,76109,0,1
1110,79232,1,2
1111,76210,0,1
1112,74064,0,1
1113,75950,0,1
1114,75665,0,1
1115,72529,0,1
1116,74196,0,1
1117,73903,0,1
1118,78847,0,1
1119,78337,0,1
1120,63724,1,2
1121,63586,0,1
1122,82917,0,1
1123,57180,1,4
1124,65201,1,4
1125,79756,0,1
1126,74979,0,1
1127,74025,0,1
1128,74625,0,1
1129,74017,0,1
1130,78408,0,1
1131,75975,0,1
1132,59188,1,3
1133,68037,0,1
1134,85409,0,1
1135,62567,1,3
1136,60874,1,2
1137,69164,0,1
1138,68369,0,1
1139,79242,0,1
1140,86026,0,1
1141,85616,0,1
1142,77876,0,1
1143,74935,0,1
1151,158334,1,4
1152,158955,1,3
1153,190729,0,1
1154,146623,1,3
1155,166541,1,3
1156,189353,1,2
1157,161383,1,4
1158,161380,1,2
1159,188000,1,2
1160,157738,0,1
1161,168063,0,1
1162,148782,1,2
1163,146611,0,1
1164,161374,0,1
1165,155221,1,2
1166,189187,0,1
1167,146597,1,3
1168,171982,0,1
1169,148942,0,1
1170,159424,0,1
1171,161355,0,1
1172,158946,0,1
1173,158387,0,1
1174,158935,1,3
1175,158378,1,3
1176,163165,0,1
1177,158953,0,1
1178,158969,1,3
1179,158962,1,3
1180,158931,1,3
1181,166792,1,3
1182,161530,0,1
1183,159881,0,1
1184,152075,1,2
1185,169072,0,1
1186,161361,0,1
1194,97480,1,3
1195,191026,0,1
1196,195071,0,1
1197,193832,1,2
1198,176229,1,2
1199,193907,1,2
1200,171288,1,2
1201,113488,0,1
1202,58527,1,3
1203,58509,1,3
1204,62871,1,2
1205,81344,0,1
1206,65518,1,2
1214,58604,1,3
1215,63573,1,4
1216,62291,1,2
1217,59416,1,2
1218,57173,0,1
1219,61997,1,3
1220,65447,1,2
1221,66621,1,3
1222,56838,1,3
1223,60021,1,2
1224,65436,0,1
1225,62349,1,3
1226,60033,1,2
1227,56442,1,2
1230,61660,1,3
1231,56751,1,3
1232,65137,1,3
1233,58858,1,3
1234,58382,1,3
1235,60787,1,3
1236,83037,0,1
1237,63270,1,2
1238,62913,1,2
1239,60011,1,2
1242,69734,1,2
1243,64797,1,2
1244,57300,1,2
1245,66752,1,2
1260,150606,1,3
1261,147280,1,3
1262,147557,1,3
1263,148035,1,3
1264,147550,1,2
1265,168501,1,2
1266,164357,1,2
1267,169329,0,1
1268,151277,0,1
1269,175893,0,1
1270,191131,0,1
1271,150550,0,1
1272,171947,0,1
1273,159228,1,2
1274,146899,0,1
1275,153945,0,1
1276,156795,1,2
1277,171562,1,2
1278,171374,1,2
1279,189006,1,2
1280,63657,0,1
1281,63568,0,1
1282,171588,1,2
1283,174329,0,1
1284,162944,1,2
1285,191382,0,1
1286,157415,1,3
1287,165664,1,3
1288,162344,1,3
1289,159974,1,2
1290,177761,0,1
1291,183020,0,1
1292,177178,0,1
1293,182880,0,1
1294,178123,0,1
1295,193086,0,1
1310,59847,0,1
1311,79329,0,1
1312,82233,0,1
1313,82269,0,1
1314,81781,0,1
1315,82891,0,1
1316,85192,0,1
1317,84201,0,1
1318,59580,0,1
1319,59450,0,1
1320,80876,0,1
1321,81444,0,1
1322,83814,0,1
1323,77026,0,1
1324,80847,0,1
1325,75343,0,1
1326,72660,0,1
1327,80213,0,1
1328,73098,0,1
1329,79699,0,1
1330,83438,0,1
1331,71474,0,1
1332,71734,0,1
1333,69821,0,1
1334,71193,0,1
1335,68620,0,1
1336,77447,0,1
1337,73260,0,1
1338,77523,0,1
1339,74091,0,1
1340,72858,0,1
1341,79680,0,1
1342,80001,0,1
1385,58818,1,3
1386,69120,1,2
1387,67463,0,1
1388,67363,0,1
1389,64769,1,3
1390,69428,0,1
1391,58896,0,1
1392,63818,1,2
1393,67050,0,1
1394,65700,0,1
1395,63505,0,1
1396,68714,0,1
1397,67405,0,1
1398,67066,0,1
1399,61581,0,1
1400,71765,0,1
1401,63707,0,1
1402,70109,0,1
1403,70125,0,1
1404,59506,1,2
1405,62932,0,1
1406,55954,0,1
1407,62704,0,1
1408,62001,1,3
1409,64950,1,3
1410,62218,1,2
1411,59945,0,1
1412,64025,1,2
1413,63662,1,2
1414,64962,1,2
1415,65440,1,3
1416,56853,0,1
1417,56819,0,1
1418,59629,1,4
1419,66727,1,3
1420,65465,1,4
1421,65666,0,1
1422,65586,0,1
1423,56686,0,1
1424,62068,0,1
1425,66103,1,3
1426,65460,0,1
1427,61947,0,1
1428,58084,0,1
1429,81937,0,1
1430,62360,0,1
1431,82484,0,1
1432,65596,1,3
1433,62299,1,3
1434,64488,0,1
1435,61470,0,1
1436,81925,0,1
1437,71071,0,1
1438,57836,0,1
1439,72001,0,1
1440,61499,0,1
1442,58929,0,1
1443,69199,0,1
1444,68590,0,1
1445,64826,0,1
1446,56718,0,1
1447,89574,1,4
1448,113483,0,1
1449,113691,1,2
1450,106506,0,1
1451,89761,1,5
1452,112339,1,2
1453,102317,1,4
1454,113473,1,2
1455,110279,1,2
1456,115657,1,3
1457,95624,0,1
1458,117524,0,1
1459,87910,0,1
1460,118883,1,3
1461,114991,1,3
1469,100116,0,1
1470,93827,1,2
1471,107460,1,2
1472,91824,1,2
1473,87338,0,1
1474,94698,0,1
1475,108718,1,3
1476,132352,0,1
1477,86521,1,3
1478,130807,0,1
1479,130465,0,1
1480,88074,1,2
1481,88129,0,1
1482,129542,0,1
1483,92572,0,1
1484,100090,0,1
1485,100311,0,1
1486,87227,1,2
1487,94684,1,2
1488,103442,1,2
1489,94374,1,2
1490,56987,0,1
1491,66417,0,1
1492,62859,0,1
1493,61569,0,1
1494,56326,1,2
1495,82005,0,1
1496,64704,1,2
1497,59838,1,2
1498,58917,0,1
1499,58800,1,2
1500,59987,0,1
1501,56970,0,1
1502,82882,0,1
1503,64591,0,1
1504,62606,0,1
1505,60054,0,1
1506,66476,1,2
1507,71069,0,1
1508,56783,0,1
1509,57005,0,1
1511,59317,1,2
1519,107351,1,2
1520,123103,0,1
1521,102558,0,1
1522,86984,0,1
1523,102791,0,1
1524,101038,0,1
1525,128993,0,1
1526,127902,0,1
1527,141636,0,1
1528,121542,0,1
1529,118238,0,1
1530,128716,0,1
1531,128559,0,1
1532,128198,0,1
1533,126133,0,1
1534,132107,0,1
1535,131738,0,1
1536,137334,0,1
1537,137349,0,1
1538,123051,1,2
1539,115046,0,1
1540,128256,0,1
1541,139319,0,1
1542,124765,0,1
1543,122533,0,1
1544,133750,0,1
1546,118615,0,1
1547,117381,0,1
1548,137342,0,1
1549,130917,0,1
1550,129034,0,1
1551,131425,0,1
1552,100048,1,2
1553,109314,1,2
1554,100045,1,2
1555,106861,1,2
1630,167945,1,2
1631,159237,1,2
1632,168150,1,2
1634,150654,1,3
1635,193670,0,1
1636,191999,0,1
1637,150647,1,3
1638,165483,1,3
1639,152214,1,3
1640,163778,1,2
1641,193692,0,1
1642,194209,0,1
1643,159260,0,1
1644,167856,0,1
1645,153927,0,1
1646,155616,0,1
1647,190927,0,1
1648,150225,0,1
1649,156869,0,1
1650,163762,0,1
1651,172458,0,1
1652,166134,0,1
1653,150509,1,2
1654,151463,1,2
1655,164889,1,2
1656,189009,0,1
1657,151440,0,1
1658,151477,0,1
1659,169531,0,1
1660,158213,0,1
1661,67807,1,3
1662,71357,1,4
1663,71361,1,4
1664,70519,1,4
1665,67811,1,5
1666,69113,1,5
1667,70491,1,4
1668,68804,1,6
1669,85012,0,1
1670,63362,1,2
1671,81750,0,1
1672,68993,0,1
1673,72233,1,2
1674,79122,1,2
1675,83354,0,1
1676,67846,0,1
1677,83666,0,1
1678,58847,0,1
1680,59654,1,4
1681,60274,1,4
1682,60173,0,1
1683,63752,1,2
1685,68233,0,1
1686,83858,0,1
1687,67035,0,1
1688,65489,1,2
1764,12962,1,2
1765,10291,1,2
1766,6981,1,3
1767,53808,0,1
1768,48383,0,1
1769,13962,1,2
1770,19467,1,3
1784,65866,0,1
1785,61813,1,2
1786,59021,0,1
1787,85872,0,1
1788,84801,0,1
1789,84790,0,1
1790,84902,0,1
1791,82493,0,1
1793,82930,0,1
1794,81645,0,1
1795,82934,0,1
1796,82925,0,1
1797,82901,0,1
1798,81665,0,1
1799,66192,0,1
1800,82794,0,1
1801,81680,0,1
1802,81864,0,1
1803,63229,0,1
1804,85902,0,1
1805,66294,0,1
1806,62437,0,1
1807,80683,0,1
1808,82649,0,1
1809,81171,0,1
1810,81181,0,1
1811,81631,0,1
1812,84538,0,1
1813,82444,0,1
1814,82192,0,1
1815,81191,0,1
1816,82559,0,1
1817,73882,0,1
1818,78610,0,1
1819,72416,0,1
1820,69223,1,4
1821,68534,1,3
1822,68307,1,2
1823,69877,0,1
1824,72222,1,3
1825,70999,1,3
1826,70880,0,1
1827,68216,0,1
1828,81129,0,1
1829,67046,0,1
1830,67219,0,1
1831,71330,0,1
1832,69061,0,1
1833,68073,0,1
1834,68555,1,3
1835,69529,1,2
1836,70996,0,1
1837,67842,0,1
1838,67013,0,1
1839,83952,0,1
1840,81301,0,1
1841,82262,0,1
1842,84636,0,1
1843,85488,0,1
1844,82105,0,1
1845,62695,1,2
1846,68161,1,2
1847,67107,1,2
1848,68180,0,1
1849,58350,1,3
1850,65149,1,2
1851,69811,0,1
1852,84525,0,1
1853,83700,0,1
1854,83618,0,1
1855,84826,0,1
1856,81697,0,1
1857,85141,0,1
1858,83076,0,1
1915,58415,0,1
1916,62960,1,2
1917,58365,1,2
1918,69653,1,2
1919,64118,1,2
1920,68256,0,1
1921,70152,1,3
1922,68844,1,2
1923,77231,0,1
1924,78756,0,1
1925,75681,0,1
1926,78642,0,1
1927,81699,0,1
1928,82416,0,1
1930,83248,0,1
1931,83544,0,1
1932,83974,0,1
1934,80871,0,1
1935,81326,0,1
1937,81058,0,1
1938,81915,0,1
1940,82385,0,1
